"W.L" "Date" "PF" "Opponent" "PA" "Bowl" "Other" "Month" "Day" "Year" "Team" "offName"
"W" "01-01-2007" 17 "Nebraska" 14 "Cotton Bowl" 1 1 1 2007 "Auburn (AL)" "Auburn University"
"W" "12-31-2007" 23 "Clemson (SC)" 20 "Peach Bowl" 1 12 31 2007 "Auburn (AL)" "Auburn University"
"W" "01-01-2010" 38 "Northwestern (IL)" 35 "Outback Bowl" 1 1 1 2010 "Auburn (AL)" "Auburn University"
"W" "01-10-2011" 22 "Oregon" 19 "BCS Championship Game" 1 1 10 2011 "Auburn (AL)" "Auburn University"
"W" "12-31-2011" 43 "Virginia" 24 "Peach Bowl" 1 12 31 2011 "Auburn (AL)" "Auburn University"
"L" "12-09-1989" 6 "Fresno St. (CA)" 27 "California Bowl" 0 12 9 1989 "Ball St. (IN)" "Ball State University"
"L" "12-17-1993" 33 "Utah St." 42 "Las Vegas Bowl" 0 12 17 1993 "Ball St. (IN)" "Ball State University"
"L" "12-19-1996" 15 "Nevada" 18 "Las Vegas Bowl" 0 12 19 1996 "Ball St. (IN)" "Ball State University"
"L" "01-05-2008" 30 "Rutgers (NJ)" 52 "International Bowl" 0 1 5 2008 "Ball St. (IN)" "Ball State University"
"L" "01-06-2009" 13 "Tulsa (OK)" 45 "GMAC Bowl" 0 1 6 2009 "Ball St. (IN)" "Ball State University"
"T" "12-11-1965" 14 "Tennessee St." 14 "Grantland Rice Bowl" 1 12 11 1965 "Ball St. (IN)" "Ball State University"
"L" "12-09-1967" 13 "Eastern Kentucky" 27 "Grantland Rice Bowl" 1 12 9 1967 "Ball St. (IN)" "Ball State University"
"W" "01-01-1949" 20 "Wake Forest (NC)" 7 "Dixie Bowl" 1 1 1 1949 "Baylor (TX)" "Baylor University"
"L" "01-01-1952" 14 "Georgia Tech" 17 "Orange Bowl" 1 1 1 1952 "Baylor (TX)" "Baylor University"
"L" "12-31-1954" 13 "Auburn (AL)" 33 "Gator Bowl" 1 12 31 1954 "Baylor (TX)" "Baylor University"
"W" "01-01-1957" 13 "Tennessee" 7 "Sugar Bowl" 1 1 1 1957 "Baylor (TX)" "Baylor University"
"L" "12-31-1960" 12 "Florida" 13 "Gator Bowl" 1 12 31 1960 "Baylor (TX)" "Baylor University"
"W" "12-09-1961" 24 "Utah St." 9 "Gotham Bowl" 1 12 9 1961 "Baylor (TX)" "Baylor University"
"W" "12-21-1963" 14 "Louisiana St." 7 "Bluebonnet Bowl" 1 12 21 1963 "Baylor (TX)" "Baylor University"
"L" "01-01-1975" 20 "Penn St." 41 "Cotton Bowl" 1 1 1 1975 "Baylor (TX)" "Baylor University"
"W" "12-31-1979" 24 "Clemson (SC)" 18 "Peach Bowl" 1 12 31 1979 "Baylor (TX)" "Baylor University"
"L" "01-01-1981" 2 "Alabama" 30 "Cotton Bowl" 1 1 1 1981 "Baylor (TX)" "Baylor University"
"L" "12-31-1983" 14 "Oklahoma St." 24 "Bluebonnet Bowl" 1 12 31 1983 "Baylor (TX)" "Baylor University"
"W" "12-27-1985" 21 "Louisiana St." 7 "Liberty Bowl" 1 12 27 1985 "Baylor (TX)" "Baylor University"
"W" "12-31-1986" 21 "Colorado" 9 "Bluebonnet Bowl" 1 12 31 1986 "Baylor (TX)" "Baylor University"
"L" "12-31-1991" 0 "Indiana" 24 "Copper Bowl" 1 12 31 1991 "Baylor (TX)" "Baylor University"
"W" "12-31-1992" 20 "Arizona" 15 "Sun Bowl" 1 12 31 1992 "Baylor (TX)" "Baylor University"
"L" "12-31-1994" 3 "Washington St." 10 "Alamo Bowl" 1 12 31 1994 "Baylor (TX)" "Baylor University"
"L" "12-29-2010" 14 "Illinois" 38 "Texas Bowl" 1 12 29 2010 "Baylor (TX)" "Baylor University"
"W" "12-29-2011" 67 "Washington" 56 "Alamo Bowl" 1 12 29 2011 "Baylor (TX)" "Baylor University"
"W" "12-30-1999" 34 "Louisville (KY)" 31 "Humanitarian Bowl" 0 12 30 1999 "Boise St. (ID)" "Boise State University"
"W" "12-28-2000" 38 "Texas-El Paso" 23 "Humanitarian Bowl" 0 12 28 2000 "Boise St. (ID)" "Boise State University"
"W" "12-31-2002" 34 "Iowa St." 16 "Humanitarian Bowl" 0 12 31 2002 "Boise St. (ID)" "Boise State University"
"W" "12-23-2003" 34 "Texas Christian" 31 "Fort Worth Bowl" 0 12 23 2003 "Boise St. (ID)" "Boise State University"
"L" "12-31-2004" 40 "Louisville (KY)" 44 "Liberty Bowl" 0 12 31 2004 "Boise St. (ID)" "Boise State University"
"L" "12-28-2005" 21 "Boston College (MA)" 27 "MPC Computers Bowl" 0 12 28 2005 "Boise St. (ID)" "Boise State University"
"W" "01-01-2007" 43 "Oklahoma" 42 "Fiesta Bowl" 0 1 1 2007 "Boise St. (ID)" "Boise State University"
"L" "12-23-2007" 38 "East Carolina (NC)" 41 "Hawaii Bowl" 0 12 23 2007 "Boise St. (ID)" "Boise State University"
"L" "12-23-2008" 16 "Texas Christian" 17 "Poinsettia Bowl" 0 12 23 2008 "Boise St. (ID)" "Boise State University"
"W" "01-04-2010" 17 "Texas Christian" 10 "Fiesta Bowl" 0 1 4 2010 "Boise St. (ID)" "Boise State University"
"W" "12-22-2010" 26 "Utah" 3 "Las Vegas Bowl" 0 12 22 2010 "Boise St. (ID)" "Boise State University"
"W" "12-22-2011" 56 "Arizona St." 24 "Las Vegas Bowl" 0 12 22 2011 "Boise St. (ID)" "Boise State University"
"W" "12-11-1971" 32 "Cal St.-Chico" 28 "Camellia Bowl (2)" 1 12 11 1971 "Boise St. (ID)" "Boise State University"
"L" "12-08-1973" 34 "Louisiana Tech" 38 "Pioneer Bowl (1) - Division II Semifinal Playoff Game" 1 12 8 1973 "Boise St. (ID)" "Boise State University"
"W" "12-20-1980" 31 "Eastern Kentucky" 29 "Camellia Bowl (2) - Division I-AA Championship Game" 1 12 20 1980 "Boise St. (ID)" "Boise State University"
"L" "01-01-1940" 3 "Clemson (SC)" 6 "Cotton Bowl" 0 1 1 1940 "Boston College (MA)" "Boston College"
"W" "01-01-1941" 19 "Tennessee" 13 "Sugar Bowl" 0 1 1 1941 "Boston College (MA)" "Boston College"
"L" "01-01-1943" 21 "Alabama" 37 "Orange Bowl" 0 1 1 1943 "Boston College (MA)" "Boston College"
"L" "12-18-1982" 26 "Auburn (AL)" 33 "Tangerine Bowl" 0 12 18 1982 "Boston College (MA)" "Boston College"
"L" "12-29-1983" 18 "Notre Dame (IN)" 19 "Liberty Bowl" 0 12 29 1983 "Boston College (MA)" "Boston College"
"W" "01-01-1985" 45 "Houston (TX)" 28 "Cotton Bowl" 0 1 1 1985 "Boston College (MA)" "Boston College"
"W" "12-23-1986" 27 "Georgia" 24 "Hall of Fame Bowl" 0 12 23 1986 "Boston College (MA)" "Boston College"
"L" "01-01-1993" 23 "Tennessee" 38 "Hall of Fame Bowl" 0 1 1 1993 "Boston College (MA)" "Boston College"
"W" "01-01-1994" 31 "Virginia" 13 "Carquest Bowl" 0 1 1 1994 "Boston College (MA)" "Boston College"
"W" "12-25-1994" 12 "Kansas St." 7 "Aloha Bowl" 0 12 25 1994 "Boston College (MA)" "Boston College"
"L" "12-31-1999" 28 "Colorado" 62 "Insight.com Bowl" 0 12 31 1999 "Boston College (MA)" "Boston College"
"W" "12-25-2000" 31 "Arizona St." 17 "Aloha Classic" 0 12 25 2000 "Boston College (MA)" "Boston College"
"W" "12-28-2001" 20 "Georgia" 16 "Music City Bowl" 0 12 28 2001 "Boston College (MA)" "Boston College"
"W" "12-26-2002" 51 "Toledo (OH)" 25 "Motor City Bowl" 0 12 26 2002 "Boston College (MA)" "Boston College"
"W" "12-31-2003" 35 "Colorado St." 21 "San Francisco Bowl" 0 12 31 2003 "Boston College (MA)" "Boston College"
"W" "12-30-2004" 37 "North Carolina" 24 "Continental Tire Bowl" 0 12 30 2004 "Boston College (MA)" "Boston College"
"W" "12-28-2005" 27 "Boise St. (ID)" 21 "MPC Computers Bowl" 0 12 28 2005 "Boston College (MA)" "Boston College"
"W" "12-30-2006" 25 "Navy (MD)" 24 "Meineke Car Care Bowl" 0 12 30 2006 "Boston College (MA)" "Boston College"
"W" "12-28-2007" 24 "Michigan St." 21 "Champs Sports Bowl" 0 12 28 2007 "Boston College (MA)" "Boston College"
"L" "12-31-2008" 14 "Vanderbilt (TN)" 16 "Music City Bowl" 0 12 31 2008 "Boston College (MA)" "Boston College"
"L" "12-26-2009" 13 "Southern California" 24 "Emerald Bowl" 0 12 26 2009 "Boston College (MA)" "Boston College"
"L" "01-09-2011" 13 "Nevada" 20 "Kraft Fight Hunger Bowl" 0 1 9 2011 "Boston College (MA)" "Boston College"
"L" "12-10-1978" 24 "Temple (PA)" 28 "Mirage Bowl" 1 12 10 1978 "Boston College (MA)" "Boston College"
"W" "11-19-1988" 38 "Army (NY)" 24 "Emerald Isle Classic" 1 11 19 1988 "Boston College (MA)" "Boston College"
"L" "11-23-1961" 6 "Fresno St. (CA)" 36 "Mercy Bowl" 1 11 23 1961 "Bowling Green (OH)" "Bowling Green State University"
"L" "12-18-1982" 28 "Fresno St. (CA)" 29 "California Bowl" 1 12 18 1982 "Bowling Green (OH)" "Bowling Green State University"
"L" "12-14-1985" 7 "Fresno St. (CA)" 51 "California Bowl" 1 12 14 1985 "Bowling Green (OH)" "Bowling Green State University"
"W" "12-14-1991" 28 "Fresno St. (CA)" 21 "California Bowl" 1 12 14 1991 "Bowling Green (OH)" "Bowling Green State University"
"W" "12-18-1992" 35 "Nevada" 34 "Las Vegas Bowl" 1 12 18 1992 "Bowling Green (OH)" "Bowling Green State University"
"W" "12-26-2003" 28 "Northwestern (IL)" 24 "Motor City Bowl" 1 12 26 2003 "Bowling Green (OH)" "Bowling Green State University"
"W" "12-22-2004" 52 "Memphis (TN)" 35 "GMAC Bowl" 1 12 22 2004 "Bowling Green (OH)" "Bowling Green State University"
"L" "01-06-2008" 7 "Tulsa (OK)" 63 "GMAC Bowl" 1 1 6 2008 "Bowling Green (OH)" "Bowling Green State University"
"L" "12-30-2009" 42 "Idaho" 43 "Humanitarian Bowl" 1 12 30 2009 "Bowling Green (OH)" "Bowling Green State University"
"L" "12-28-1974" 6 "Oklahoma St." 16 "Fiesta Bowl" 1 12 28 1974 "Brigham Young (UT)" "Brigham Young University"
"L" "12-18-1976" 21 "Oklahoma St." 49 "Tangerine Bowl" 1 12 18 1976 "Brigham Young (UT)" "Brigham Young University"
"L" "12-22-1978" 16 "Navy (MD)" 23 "Holiday Bowl (1)" 1 12 22 1978 "Brigham Young (UT)" "Brigham Young University"
"L" "12-21-1979" 37 "Indiana" 38 "Holiday Bowl (1)" 1 12 21 1979 "Brigham Young (UT)" "Brigham Young University"
"W" "12-19-1980" 46 "Southern Methodist (TX)" 45 "Holiday Bowl (1)" 1 12 19 1980 "Brigham Young (UT)" "Brigham Young University"
"W" "12-18-1981" 38 "Washington St." 36 "Holiday Bowl (1)" 1 12 18 1981 "Brigham Young (UT)" "Brigham Young University"
"L" "12-17-1982" 17 "Ohio St." 47 "Holiday Bowl (1)" 1 12 17 1982 "Brigham Young (UT)" "Brigham Young University"
"W" "12-23-1983" 21 "Missouri" 17 "Holiday Bowl (1)" 1 12 23 1983 "Brigham Young (UT)" "Brigham Young University"
"W" "12-21-1984" 24 "Michigan" 17 "Holiday Bowl (1)" 1 12 21 1984 "Brigham Young (UT)" "Brigham Young University"
"L" "12-28-1985" 7 "Ohio St." 10 "Florida Citrus Bowl" 1 12 28 1985 "Brigham Young (UT)" "Brigham Young University"
"L" "12-30-1986" 10 "UCLA" 31 "Freedom Bowl" 1 12 30 1986 "Brigham Young (UT)" "Brigham Young University"
"L" "12-22-1987" 16 "Virginia" 22 "All-American Bowl (2)" 1 12 22 1987 "Brigham Young (UT)" "Brigham Young University"
"W" "12-29-1988" 20 "Colorado" 17 "Freedom Bowl" 1 12 29 1988 "Brigham Young (UT)" "Brigham Young University"
"L" "12-29-1989" 39 "Penn St." 50 "Holiday Bowl (1)" 1 12 29 1989 "Brigham Young (UT)" "Brigham Young University"
"L" "12-29-1990" 14 "Texas A&M" 65 "Holiday Bowl (1)" 1 12 29 1990 "Brigham Young (UT)" "Brigham Young University"
"T" "12-30-1991" 13 "Iowa" 13 "Holiday Bowl (1)" 1 12 30 1991 "Brigham Young (UT)" "Brigham Young University"
"L" "12-25-1992" 20 "Kansas" 23 "Aloha Bowl" 1 12 25 1992 "Brigham Young (UT)" "Brigham Young University"
"L" "12-30-1993" 21 "Ohio St." 28 "Holiday Bowl (1)" 1 12 30 1993 "Brigham Young (UT)" "Brigham Young University"
"W" "12-29-1994" 31 "Oklahoma" 6 "Copper Bowl" 1 12 29 1994 "Brigham Young (UT)" "Brigham Young University"
"W" "01-01-1997" 19 "Kansas St." 15 "Cotton Bowl" 1 1 1 1997 "Brigham Young (UT)" "Brigham Young University"
"L" "12-31-1998" 27 "Tulane (LA)" 41 "Liberty Bowl" 1 12 31 1998 "Brigham Young (UT)" "Brigham Young University"
"L" "12-27-1999" 3 "Marshall (WV)" 21 "Motor City Bowl" 1 12 27 1999 "Brigham Young (UT)" "Brigham Young University"
"L" "12-31-2001" 10 "Louisville (KY)" 28 "Liberty Bowl" 1 12 31 2001 "Brigham Young (UT)" "Brigham Young University"
"L" "12-22-2005" 28 "California" 35 "Las Vegas Bowl" 1 12 22 2005 "Brigham Young (UT)" "Brigham Young University"
"W" "12-21-2006" 38 "Oregon" 8 "Las Vegas Bowl" 1 12 21 2006 "Brigham Young (UT)" "Brigham Young University"
"W" "12-22-2007" 17 "UCLA" 16 "Las Vegas Bowl" 1 12 22 2007 "Brigham Young (UT)" "Brigham Young University"
"L" "12-20-2008" 21 "Arizona" 31 "Las Vegas Bowl" 1 12 20 2008 "Brigham Young (UT)" "Brigham Young University"
"W" "12-22-2009" 44 "Oregon St." 20 "Las Vegas Bowl" 1 12 22 2009 "Brigham Young (UT)" "Brigham Young University"
"W" "12-18-2010" 52 "Texas-El Paso" 24 "New Mexico Bowl" 1 12 18 2010 "Brigham Young (UT)" "Brigham Young University"
"W" "12-30-2011" 24 "Tulsa (OK)" 21 "Armed Forces Bowl" 1 12 30 2011 "Brigham Young (UT)" "Brigham Young University"
"L" "01-03-2009" 20 "Connecticut" 38 "International Bowl" 1 1 3 2009 "Buffalo (NY)" "State University of New York at Buffalo"
"W" "01-01-1921" 28 "Ohio St." 0 "Tournament of Roses Game" 0 1 1 1921 "California" "University of California: Berkeley"
"T" "01-02-1922" 0 "Washington & Jefferson (PA)" 0 "Tournament of Roses Game" 0 1 2 1922 "California" "University of California: Berkeley"
"L" "01-01-1929" 7 "Georgia Tech" 8 "Rose Bowl" 0 1 1 1929 "California" "University of California: Berkeley"
"W" "01-01-1938" 13 "Alabama" 0 "Rose Bowl" 0 1 1 1938 "California" "University of California: Berkeley"
"L" "01-01-1949" 14 "Northwestern (IL)" 20 "Rose Bowl" 0 1 1 1949 "California" "University of California: Berkeley"
"L" "01-02-1950" 14 "Ohio St." 17 "Rose Bowl" 0 1 2 1950 "California" "University of California: Berkeley"
"L" "01-01-1951" 6 "Michigan" 14 "Rose Bowl" 0 1 1 1951 "California" "University of California: Berkeley"
"L" "01-01-1959" 12 "Iowa" 38 "Rose Bowl" 0 1 1 1959 "California" "University of California: Berkeley"
"L" "12-15-1979" 17 "Temple (PA)" 28 "Garden State Bowl" 0 12 15 1979 "California" "University of California: Berkeley"
"W" "12-31-1990" 17 "Wyoming" 15 "Copper Bowl" 0 12 31 1990 "California" "University of California: Berkeley"
"W" "01-01-1992" 37 "Clemson (SC)" 13 "Florida Citrus Bowl" 0 1 1 1992 "California" "University of California: Berkeley"
"W" "12-31-1993" 37 "Iowa" 3 "Alamo Bowl" 0 12 31 1993 "California" "University of California: Berkeley"
"L" "12-25-1996" 38 "Navy (MD)" 42 "Aloha Bowl" 0 12 25 1996 "California" "University of California: Berkeley"
"W" "12-26-2003" 52 "Virginia Tech" 49 "Insight Bowl" 0 12 26 2003 "California" "University of California: Berkeley"
"L" "12-30-2004" 31 "Texas Tech" 45 "Holiday Bowl (1)" 0 12 30 2004 "California" "University of California: Berkeley"
"W" "12-22-2005" 35 "Brigham Young (UT)" 28 "Las Vegas Bowl" 0 12 22 2005 "California" "University of California: Berkeley"
"W" "12-28-2006" 45 "Texas A&M" 10 "Holiday Bowl (1)" 0 12 28 2006 "California" "University of California: Berkeley"
"W" "12-31-2007" 42 "Air Force (CO)" 36 "Armed Forces Bowl" 0 12 31 2007 "California" "University of California: Berkeley"
"W" "12-27-2008" 24 "Miami (FL)" 17 "Emerald Bowl" 0 12 27 2008 "California" "University of California: Berkeley"
"L" "12-23-2009" 27 "Utah" 37 "Poinsettia Bowl" 0 12 23 2009 "California" "University of California: Berkeley"
"L" "12-28-2011" 10 "Texas" 21 "Holiday Bowl" 0 12 28 2011 "California" "University of California: Berkeley"
"L" "01-01-1935" 0 "Hawaii" 14 "New Year's Classic" 1 1 1 1935 "California" "University of California: Berkeley"
"T" "11-28-1987" 17 "Washington St." 17 "Coco-Cola Classic" 1 11 28 1987 "California" "University of California: Berkeley"
"L" "12-24-2005" 48 "Nevada" 49 "Hawaii Bowl" 1 12 24 2005 "Central Florida" "University of Central Florida"
"L" "12-29-2007" 3 "Mississippi St." 10 "Liberty Bowl" 1 12 29 2007 "Central Florida" "University of Central Florida"
"L" "12-19-2009" 24 "Rutgers (NJ)" 45 "Saint Petersburg Bowl" 1 12 19 2009 "Central Florida" "University of Central Florida"
"W" "12-31-2010" 10 "Georgia" 6 "Liberty Bowl" 1 12 31 2010 "Central Florida" "University of Central Florida"
"L" "12-08-1990" 24 "San Jose St. (CA)" 48 "California Bowl" 0 12 8 1990 "Central Michigan" "Central Michigan University"
"L" "12-15-1994" 24 "Nevada-Las Vegas" 52 "Las Vegas Bowl" 0 12 15 1994 "Central Michigan" "Central Michigan University"
"W" "12-26-2006" 31 "Middle Tennessee St." 14 "Motor City Bowl" 0 12 26 2006 "Central Michigan" "Central Michigan University"
"L" "12-26-2007" 48 "Purdue (IN)" 51 "Motor City Bowl" 0 12 26 2007 "Central Michigan" "Central Michigan University"
"L" "12-26-2008" 21 "Florida Atlantic" 24 "Motor City Bowl" 0 12 26 2008 "Central Michigan" "Central Michigan University"
"W" "01-06-2010" 44 "Troy (AL)" 41 "GMAC Bowl" 0 1 6 2010 "Central Michigan" "Central Michigan University"
"W" "12-07-1974" 35 "Louisiana Tech" 14 "Pioneer Bowl (1) - Division II Semifinal Playoff Game" 1 12 7 1974 "Central Michigan" "Central Michigan University"
"W" "12-14-1974" 54 "Delaware" 14 "Camellia Bowl (2) - Division II Championship Game" 1 12 14 1974 "Central Michigan" "Central Michigan University"
"W" "01-01-1947" 18 "Virginia Tech" 6 "Sun Bowl" 0 1 1 1947 "Cincinnati (OH)" "University of Cincinnati"
"L" "01-01-1951" 13 "West Texas A&M" 14 "Sun Bowl" 0 1 1 1951 "Cincinnati (OH)" "University of Cincinnati"
"W" "12-29-1997" 35 "Utah St." 19 "Humanitarian Bowl" 0 12 29 1997 "Cincinnati (OH)" "University of Cincinnati"
"L" "12-27-2000" 14 "Marshall (WV)" 25 "Motor City Bowl" 0 12 27 2000 "Cincinnati (OH)" "University of Cincinnati"
"L" "12-29-2001" 16 "Toledo (OH)" 23 "Motor City Bowl" 0 12 29 2001 "Cincinnati (OH)" "University of Cincinnati"
"L" "12-17-2002" 19 "North Texas" 24 "New Orleans Bowl" 0 12 17 2002 "Cincinnati (OH)" "University of Cincinnati"
"W" "12-23-2004" 32 "Marshall (WV)" 14 "Fort Worth Bowl" 0 12 23 2004 "Cincinnati (OH)" "University of Cincinnati"
"W" "01-06-2007" 27 "Western Michigan" 24 "International Bowl" 0 1 6 2007 "Cincinnati (OH)" "University of Cincinnati"
"W" "12-22-2007" 31 "Southern Mississippi" 21 "Papajohns.com Bowl" 0 12 22 2007 "Cincinnati (OH)" "University of Cincinnati"
"L" "01-01-2009" 7 "Virginia Tech" 20 "Orange Bowl" 0 1 1 2009 "Cincinnati (OH)" "University of Cincinnati"
"L" "01-01-2010" 24 "Florida" 51 "Sugar Bowl" 0 1 1 2010 "Cincinnati (OH)" "University of Cincinnati"
"W" "12-31-2011" 31 "Vanderbilt (TN)" 24 "Liberty Bowl" 0 12 31 2011 "Cincinnati (OH)" "University of Cincinnati"
"W" "12-03-1949" 33 "Toledo (OH)" 13 "Glass Bowl" 1 12 3 1949 "Cincinnati (OH)" "University of Cincinnati"
"W" "01-01-1940" 6 "Boston College (MA)" 3 "Cotton Bowl" 0 1 1 1940 "Clemson (SC)" "Clemson University"
"W" "01-01-1949" 24 "Missouri" 23 "Gator Bowl" 0 1 1 1949 "Clemson (SC)" "Clemson University"
"W" "01-01-1951" 15 "Miami (FL)" 14 "Orange Bowl" 0 1 1 1951 "Clemson (SC)" "Clemson University"
"L" "01-01-1952" 0 "Miami (FL)" 14 "Gator Bowl" 0 1 1 1952 "Clemson (SC)" "Clemson University"
"L" "01-01-1957" 21 "Colorado" 27 "Orange Bowl" 0 1 1 1957 "Clemson (SC)" "Clemson University"
"L" "01-01-1959" 0 "Louisiana St." 7 "Sugar Bowl" 0 1 1 1959 "Clemson (SC)" "Clemson University"
"W" "12-19-1959" 23 "Texas Christian" 7 "Bluebonnet Bowl" 0 12 19 1959 "Clemson (SC)" "Clemson University"
"L" "12-30-1977" 3 "Pittsburgh (PA)" 34 "Gator Bowl" 0 12 30 1977 "Clemson (SC)" "Clemson University"
"W" "12-29-1978" 17 "Ohio St." 15 "Gator Bowl" 0 12 29 1978 "Clemson (SC)" "Clemson University"
"L" "12-31-1979" 18 "Baylor (TX)" 24 "Peach Bowl" 0 12 31 1979 "Clemson (SC)" "Clemson University"
"W" "01-01-1982" 22 "Nebraska" 15 "Orange Bowl" 0 1 1 1982 "Clemson (SC)" "Clemson University"
"L" "12-21-1985" 13 "Minnesota" 20 "Independence Bowl" 0 12 21 1985 "Clemson (SC)" "Clemson University"
"W" "12-27-1986" 27 "Stanford (CA)" 21 "Gator Bowl" 0 12 27 1986 "Clemson (SC)" "Clemson University"
"W" "01-01-1988" 35 "Penn St." 10 "Florida Citrus Bowl" 0 1 1 1988 "Clemson (SC)" "Clemson University"
"W" "01-02-1989" 13 "Oklahoma" 6 "Florida Citrus Bowl" 0 1 2 1989 "Clemson (SC)" "Clemson University"
"W" "12-30-1989" 27 "West Virginia" 7 "Gator Bowl" 0 12 30 1989 "Clemson (SC)" "Clemson University"
"W" "01-01-1991" 30 "Illinois" 0 "Hall of Fame Bowl" 0 1 1 1991 "Clemson (SC)" "Clemson University"
"L" "01-01-1992" 13 "California" 37 "Florida Citrus Bowl" 0 1 1 1992 "Clemson (SC)" "Clemson University"
"W" "12-31-1993" 14 "Kentucky" 13 "Peach Bowl" 0 12 31 1993 "Clemson (SC)" "Clemson University"
"L" "01-01-1996" 0 "Syracuse (NY)" 41 "Gator Bowl" 0 1 1 1996 "Clemson (SC)" "Clemson University"
"L" "12-28-1996" 7 "Louisiana St." 10 "Peach Bowl" 0 12 28 1996 "Clemson (SC)" "Clemson University"
"L" "01-02-1998" 17 "Auburn (AL)" 21 "Peach Bowl" 0 1 2 1998 "Clemson (SC)" "Clemson University"
"L" "12-30-1999" 7 "Mississippi St." 17 "Peach Bowl" 0 12 30 1999 "Clemson (SC)" "Clemson University"
"L" "01-01-2001" 20 "Virginia Tech" 41 "Gator Bowl" 0 1 1 2001 "Clemson (SC)" "Clemson University"
"W" "12-31-2001" 49 "Louisiana Tech" 24 "Humanitarian Bowl" 0 12 31 2001 "Clemson (SC)" "Clemson University"
"L" "12-23-2002" 15 "Texas Tech" 55 "Tangerine Bowl" 0 12 23 2002 "Clemson (SC)" "Clemson University"
"W" "01-02-2004" 27 "Tennessee" 14 "Peach Bowl" 0 1 2 2004 "Clemson (SC)" "Clemson University"
"W" "12-27-2005" 19 "Colorado" 10 "Champs Sports Bowl" 0 12 27 2005 "Clemson (SC)" "Clemson University"
"L" "12-29-2006" 20 "Kentucky" 28 "Music City Bowl" 0 12 29 2006 "Clemson (SC)" "Clemson University"
"L" "12-31-2007" 20 "Auburn (AL)" 23 "Peach Bowl" 0 12 31 2007 "Clemson (SC)" "Clemson University"
"L" "01-01-2009" 21 "Nebraska" 26 "Gator Bowl" 0 1 1 2009 "Clemson (SC)" "Clemson University"
"W" "12-27-2009" 21 "Kentucky" 13 "Music City Bowl" 0 12 27 2009 "Clemson (SC)" "Clemson University"
"L" "12-31-2010" 26 "South Florida" 31 "Meineke Car Care Bowl" 0 12 31 2010 "Clemson (SC)" "Clemson University"
"L" "01-04-2012" 33 "West Virginia" 70 "Orange Bowl" 0 1 4 2012 "Clemson (SC)" "Clemson University"
"W" "11-27-1982" 21 "Wake Forest (NC)" 17 "Mirage Bowl" 1 11 27 1982 "Clemson (SC)" "Clemson University"
"W" "11-30-1991" 33 "Duke (NC)" 21 "Coco-Cola Classic" 1 11 30 1991 "Clemson (SC)" "Clemson University"
"L" "01-01-1938" 14 "Rice (TX)" 28 "Cotton Bowl" 1 1 1 1938 "Colorado" "University of Colorado at Boulder"
"W" "01-01-1957" 27 "Clemson (SC)" 21 "Orange Bowl" 1 1 1 1957 "Colorado" "University of Colorado at Boulder"
"L" "01-01-1962" 7 "Louisiana St." 25 "Orange Bowl" 1 1 1 1962 "Colorado" "University of Colorado at Boulder"
"W" "12-23-1967" 31 "Miami (FL)" 21 "Bluebonnet Bowl" 1 12 23 1967 "Colorado" "University of Colorado at Boulder"
"W" "12-13-1969" 47 "Alabama" 33 "Liberty Bowl" 1 12 13 1969 "Colorado" "University of Colorado at Boulder"
"L" "12-12-1970" 3 "Tulane (LA)" 17 "Liberty Bowl" 1 12 12 1970 "Colorado" "University of Colorado at Boulder"
"W" "12-31-1971" 29 "Houston (TX)" 17 "Bluebonnet Bowl" 1 12 31 1971 "Colorado" "University of Colorado at Boulder"
"L" "12-30-1972" 3 "Auburn (AL)" 24 "Gator Bowl" 1 12 30 1972 "Colorado" "University of Colorado at Boulder"
"L" "12-27-1975" 21 "Texas" 38 "Bluebonnet Bowl" 1 12 27 1975 "Colorado" "University of Colorado at Boulder"
"L" "01-01-1977" 10 "Ohio St." 27 "Orange Bowl" 1 1 1 1977 "Colorado" "University of Colorado at Boulder"
"L" "12-30-1985" 17 "Washington" 20 "Freedom Bowl" 1 12 30 1985 "Colorado" "University of Colorado at Boulder"
