"off.rank" "school" "games" "off.points" "off.pass.cmp" "off.pass.att" "off.pass.pct" "off.pass.yds" "off.pass.td" "off.rush.att" "off.rush.yds" "off.rush.avg" "off.rush.td" "off.toff.plays" "off.toff.yds" "off.toff.avg" "off.fd.pass" "off.fd.rush" "off.fd.pen" "off.fd.tot" "off.pen.num" "off.pen.yds" "off.turn.fum" "off.turn.int" "off.turn.tot" "year" "def.rank" "def.points" "def.pass.cmp" "def.pass.att" "def.pass.pct" "def.pass.yds" "def.pass.td" "def.rush.att" "def.rush.yds" "def.rush.avg" "def.rush.td" "def.toff.plays" "def.toff.yds" "def.toff.avg" "def.fd.pass" "def.fd.rush" "def.fd.pen" "def.fd.tot" "def.pen.num" "def.pen.yds" "def.turn.fum" "def.turn.int" "def.turn.tot" "spec.rank" "kick.xpm" "kick.xpa" "kick.xpp" "kick.fgm" "kick.fga" "kick.fgp" "kick.pts" "punt.num" "punt.yds" "punt.avg" "kr.num" "kr.yds" "kr.avg" "kr.td" "pr.num" "pr.yds" "pr.avg" "pr.td"
36 "Texas A&M" 13 31.2 23.9 39.6 60.4 276.8 2.2 39.9 165 4.1 1.5 79.5 441.8 5.6 12.5 9.5 1.8 23.8 7.8 62.5 1.2 1.2 2.3 2010 34 21.9 23.7 39.2 60.4 234.2 1.5 37 130.2 3.5 1.1 76.2 364.3 4.8 10.8 7.8 1.5 20.2 7.2 59.9 0.7 1.2 1.9 99 3.8 3.8 100 1.2 1.6 76.2 7.5 5.3 189.3 35.7 3.8 92.8 24.1 0.2 2.7 19 7.1 0.1
37 "Southern California" 13 31 21.5 34.8 61.6 242.2 2.2 36.7 189.3 5.2 1.5 71.5 431.5 6 11.5 10.1 1.8 23.3 7.1 60.9 0.7 1 1.7 2010 63 26.7 21.4 35.7 59.9 259.5 2.3 31.9 140.5 4.4 0.9 67.6 400.1 5.9 11.6 8.4 1.7 21.7 5.5 46.8 0.8 1.2 2 91 3.3 3.3 100 0.8 1.2 62.5 5.6 3.5 141.2 40.8 3.9 96 24.5 0.1 1.9 28 14.6 0.1
38 "Nebraska" 14 30.9 11.6 20.1 57.8 150.6 1.1 45.3 247.6 5.5 2.3 65.4 398.1 6.1 6.8 10.6 0.7 18.1 7.8 70.9 1.1 0.6 1.7 2010 9 17.4 13.6 27.9 48.7 153.6 0.9 39.3 153.1 3.9 0.9 67.1 306.8 4.6 7.3 7.6 2.1 17 4.5 39.4 0.3 1.4 1.6 65 3.9 3.9 100 1.3 1.4 94.7 7.7 4.9 213 43.2 2.8 63.9 22.9 0.1 1.6 21.2 12.9 0.1
39 "South Carolina" 14 30.9 18 27.8 64.8 238.4 1.6 37.3 154.4 4.1 1.9 65.1 392.8 6 10.1 9.3 1.1 20.6 5.3 41.6 0.6 1.2 1.9 2010 43 23.1 20.6 32.9 62.8 241.9 1.6 33.4 112.4 3.4 0.9 66.2 354.4 5.4 10.5 7.1 0.9 18.6 5.6 46.6 1.1 0.7 1.9 89 3.7 3.9 94.5 1.2 1.7 70.8 7.4 3.9 170.2 44.1 3.9 78.8 20.4 0 1.4 4.6 3.4 0
40 "Air Force" 13 30.8 6.8 12.9 52.4 119.3 0.9 57.5 306.5 5.3 3.2 70.5 425.8 6 4.8 16.4 0.7 21.8 4.5 40.5 0.8 0.5 1.3 2010 28 21.1 13.5 24.7 54.8 147.8 0.8 42.2 201.5 4.8 1.8 66.9 349.3 5.2 7.5 10.4 0.8 18.6 4.3 34.8 0.8 0.9 1.7 1 3.7 3.9 94.1 0.5 1 53.8 5.3 3.1 128.7 41.8 3 68.6 22.9 0.1 1.3 12.6 9.6 0
41 "Mississippi" 12 30.6 15.4 27.5 56.1 192.3 1.4 41.3 207.6 5 2.3 68.8 399.8 5.8 8.5 9.2 1 18.7 5.7 51.1 0.8 1.2 2 2010 108 35.2 18 29.3 61.4 246.3 2 34.4 152.8 4.4 1.8 63.8 399.2 6.3 9.8 7.3 1.3 18.5 5.9 46.2 1 0.5 1.5 61 3.6 3.7 97.7 1.3 1.5 88.9 7.6 5.3 242.8 46.2 5.3 112.4 21.1 0 1.6 20 12.6 0.1
42 "Arkansas State" 12 30 22 36.3 60.6 254.3 1.9 35 149.1 4.3 1.9 71.3 403.4 5.7 10.9 9 1.9 21.8 7 59.5 1 1 2 2010 91 30.8 16.1 28.1 57.3 230.2 2 46 206.9 4.5 1.8 74.1 437.1 5.9 8.7 11.7 1 21.3 7.8 60.8 1.2 0.9 2.1 8 3.5 3.8 91.3 1 1.8 57.1 6.5 4.5 185.1 41.1 4.7 99.8 21.4 0 1.3 8.1 6.1 0
43 "Florida" 13 29.8 17.7 29.3 60.4 184.3 0.9 38.8 166.5 4.3 2.4 68.1 350.8 5.2 9.4 8.3 1.3 19 7.8 57.3 1.2 0.9 2.1 2010 29 21.3 15.4 28.6 53.8 175.9 1.3 37 130.6 3.5 1.1 65.6 306.5 4.7 8.2 8 1.5 17.8 5.8 42.8 0.5 1.7 2.2 29 3.6 3.9 92.2 0.7 1.2 60 5.7 3.9 173.3 44.2 4.1 107.1 26.3 0.2 2.5 23.2 9.2 0.2
44 "Missouri" 13 29.8 24 37.7 63.7 253.2 1.3 33.8 156.4 4.6 2.2 71.5 409.6 5.7 12.5 8.3 1.3 22.1 6.1 57.5 0.6 0.8 1.4 2010 6 16.1 19.2 33.9 56.5 203.5 1 37.2 152.9 4.1 0.9 71.2 356.4 5 9.7 7.8 1.6 19.1 6.2 47.2 0.8 1.4 2.2 63 3.5 3.6 95.7 1.3 1.5 89.5 7.4 5.5 232.9 42.6 2.5 53.5 21.1 0.1 2 12.2 6.1 0
45 "Louisiana State" 13 29.7 13.3 23.2 57.5 155.6 0.8 41.4 185.7 4.5 2.2 64.5 341.3 5.3 6.5 10.2 0.9 17.5 5.9 46.4 1 0.8 1.8 2010 11 18.2 15.1 26.5 57 169.8 1.2 36.8 137.3 3.7 1.2 63.2 307.2 4.9 7.4 7.4 1.5 16.2 5.4 42.7 1 1.5 2.5 47 2.8 2.8 97.3 2.2 2.6 82.4 9.2 4.2 185.8 43.9 3.5 91.5 25.9 0 2.5 33.2 13.5 0.2
46 "Navy" 13 29.7 6.5 12.1 53.5 120 1 53.2 284.8 5.3 2.8 65.3 404.8 6.2 4.7 14.5 1.3 20.5 3.4 27.6 0.8 0.5 1.2 2010 46 23.3 22.3 32.6 68.4 224.7 1.7 36.2 165.8 4.6 1.2 68.8 390.5 5.7 11.5 8.8 0.5 20.8 5.3 46.5 1.2 0.5 1.8 64 3.6 3.7 97.9 0.7 0.9 75 5.7 3.2 121.2 37.5 3.8 86.4 22.5 0 1 5.4 5.4 0
47 "Michigan State" 13 29.5 18.8 28.7 65.4 236.4 1.8 34.2 152.2 4.5 1.9 62.8 388.5 6.2 11.2 7.2 1 19.4 6.7 58 0.7 0.8 1.5 2010 39 22.3 18.7 32.5 57.6 220.1 1.5 34.7 133.7 3.9 1.2 67.2 353.8 5.3 10.1 7.3 1.8 19.2 5.9 50.2 0.5 1.3 1.8 58 3.5 3.5 97.8 1.1 1.2 93.3 6.7 4.5 199.2 44.7 3.8 75.3 19.6 0 1.5 20 13 0.1
48 "Fresno State" 13 29 17.5 28 62.6 220 1.8 38 150.6 4 1.5 66 370.6 5.6 10 8 1.3 19.3 5.6 49.4 1.2 0.7 1.8 2010 83 30 16.8 29 58.1 208.8 1.5 34.6 158.5 4.6 2 63.6 367.2 5.8 9.3 7.8 1.1 18.2 4.5 38.8 0.4 0.6 1 33 3.2 3.4 95.5 1.6 2 80.8 8.1 4.5 169.8 37.4 4.6 104 22.5 0 2.5 23 9.3 0.1
49 "Mississippi State" 13 29 12.9 22.2 58.3 186.5 1.4 47.6 214.8 4.5 2.2 69.8 401.3 5.8 8.5 11.1 1 20.6 5.2 43 0.6 1 1.6 2010 21 19.8 19.8 34.3 57.8 237.8 1.5 33.5 119.1 3.6 0.8 67.8 356.8 5.3 10.8 7.3 1.3 19.4 6 47.5 1.2 1 2.2 62 3.7 3.7 100 1 1.5 68.4 6.7 4.5 188.5 41.5 3.9 83.3 21.2 0.1 1.3 11.8 9 0
50 "Iowa" 13 28.9 17.4 27.5 63.3 234.5 2 34.5 148.4 4.3 1.2 62 382.9 6.2 10.2 8.4 1.5 20.1 4.9 37.4 0.4 0.5 0.8 2010 7 17 22.9 36.8 62.2 230.5 0.9 31.3 101.5 3.2 1 68.2 332.1 4.9 10.5 7.5 1.2 19.2 6.5 57.9 0.4 1.5 1.8 41 3.4 3.6 93.6 1.1 1.3 82.4 6.6 4.3 187.7 43.6 2.5 62.2 25.3 0.1 1.7 13.8 8.2 0.1
51 "Florida International" 13 28.8 18 29.5 60.9 207.5 1.2 40.2 187.5 4.7 2 69.7 395.1 5.7 8.5 9.4 1.3 19.2 8.2 73.3 0.5 1.1 1.6 2010 65 27.3 16.2 29.8 54.5 200.2 1.5 36.5 168.7 4.6 1.9 66.3 368.9 5.6 8.8 7.9 2.2 18.9 6.8 54.9 0.8 1.2 1.9 31 3.5 3.5 100 1.3 1.5 85 7.4 5.5 207.8 37.5 4.6 102.6 22.2 0.2 2.2 14.1 6.3 0
52 "Rice" 12 28.7 18.2 30 60.6 215.9 1.7 41.2 159.4 3.9 2 71.2 375.3 5.3 9.4 9.1 1.2 19.7 5.2 44.1 0.8 1 1.8 2010 114 38.5 21.4 34.8 61.6 303.7 2.8 35.3 145.2 4.1 1.8 70.1 448.8 6.4 13.2 7.9 1.2 22.3 5 39.7 0.7 0.5 1.2 85 3.4 3.7 93.2 0.9 1.4 64.7 6.2 4.6 208.4 45.5 6.4 143.6 22.4 0 1.5 17.3 11.6 0
53 "Arizona" 13 28.2 27.5 40.3 68.1 307.7 1.9 33.5 131.7 3.9 1.5 73.8 439.4 6 14.7 7.2 1.8 23.7 7.1 52.5 0.8 0.9 1.7 2010 41 22.7 17.9 31.8 56.4 209.2 1.4 37 131.7 3.6 1.2 68.8 340.8 5 9.3 7.8 1.5 18.6 6.2 50.9 0.7 0.7 1.4 5 3.2 3.5 89.1 1.1 1.5 73.7 6.4 4.2 162.9 39.2 3.7 84.8 23 0.1 1.7 9.9 5.9 0
54 "Toledo" 13 27.9 17.5 28.1 62.5 198 1.8 38.1 167.4 4.4 1.7 66.2 365.4 5.5 8.4 8 1.5 17.8 7.8 64.2 0.7 1.1 1.8 2010 73 28.5 21.9 34.8 62.9 231.3 1.2 33.7 133.5 4 2.1 68.5 364.8 5.3 10.8 7.4 1.3 19.5 5.6 51.2 1.1 1.5 2.6 103 3.2 3.4 93.2 0.5 1.1 42.9 4.5 5.5 204.1 37.4 4.5 113.2 25.4 0.2 1.8 7.6 4.3 0
55 "Ohio" 13 27.5 12.2 20.9 58.5 162.3 1.5 38.2 163.8 4.3 1.9 59.1 326.1 5.5 6.8 9.2 1 17 5.7 48.3 0.9 1.5 2.5 2010 51 23.8 19.1 31.4 60.8 230.3 1.6 35.2 123.1 3.5 1.3 66.6 353.4 5.3 10.2 7 1.4 18.6 5.7 45.2 0.6 1.3 1.9 76 3.1 3.4 90.9 0.8 1.1 78.6 5.6 3.8 154.7 41 4.1 86.9 21.3 0 2.2 21 9.8 0
56 "Indiana" 12 27.2 25.9 42.8 60.6 287.2 2.1 29 100.3 3.5 1.1 71.8 387.5 5.4 13.9 5.8 2 21.7 4.3 39.7 0.7 1 1.7 2010 102 34 18.8 28.8 65.5 238.3 2.3 33.9 171.8 5.1 1.7 62.7 410.2 6.5 10.1 7.8 1.1 19 6.8 65.4 0.4 0.7 1.1 40 3.2 3.2 100 1.5 1.8 85.7 7.7 4.6 170.4 37.2 5.3 123 23.1 0 0.8 5.1 6.8 0
57 "Cincinnati" 12 27.1 20.9 36.3 57.7 260.7 2.3 33.5 156.7 4.7 1.3 69.8 417.3 6 10.8 8.9 2.2 21.9 6.8 63.4 1.2 1.3 2.4 2010 68 28 20 30.8 64.9 234 2.1 38.8 135.4 3.5 1.6 69.6 369.4 5.3 10.8 7.4 1.4 19.7 6.3 57.1 0.5 0.7 1.2 21 3.2 3.3 95 0.9 1.2 78.6 5.9 4.6 186 40.6 4.9 99.3 20.2 0 1.8 12.6 7.2 0
58 "Tennessee" 13 27 18.3 32.2 56.8 254.5 2 31.4 109.2 3.5 1.1 63.6 363.8 5.7 10.1 5.9 1.8 17.8 5.8 44.1 0.7 1.2 1.8 2010 56 25.1 19.4 33.8 57.4 229.6 1.1 36.5 152.5 4.2 1.8 70.2 382.2 5.4 10.3 8 1.3 19.6 6.8 51 0.8 1.4 2.2 97 3.1 3.3 93 1.2 1.4 83.3 6.5 5.4 226.8 42.1 4.1 87.8 21.5 0 1.4 5.6 4.1 0
59 "Louisiana Tech" 12 26.8 21.7 35.4 61.2 218.9 1.3 38.8 170.9 4.4 1.8 74.2 389.8 5.3 10.3 9.3 1.3 20.9 4.9 43.9 1.1 1.3 2.3 2010 90 30.7 22.3 36.7 60.7 290.2 2.3 39.9 171.9 4.3 1.4 76.6 462.1 6 12.7 9.3 1.6 23.6 5.8 50.8 0.9 1 1.9 48 3.1 3.3 92.5 1.2 1.5 77.8 6.6 5.1 203.9 40.1 5.6 131.3 23.5 0.1 1.3 18.2 13.6 0.1
60 "Army" 13 26.6 5.5 10.6 52.2 78.1 0.5 56 251.6 4.5 2.6 66.6 329.7 4.9 4.1 13.8 0.5 18.4 4.2 40.9 0.8 0.2 1.1 2010 54 24.3 14.4 25.2 57.2 199.1 1.7 32.8 139.2 4.2 1.4 57.9 338.2 5.8 8.1 7.9 1.5 17.5 5.6 43.3 1.2 1.1 2.3 9 3.2 3.2 97.6 1.2 1.7 68.2 6.6 4.3 167.5 38.9 3.8 73.4 19.1 0 1.5 10.9 7.1 0
61 "Idaho" 13 26.6 24.1 42.2 57 298.6 2.1 28.7 88.2 3.1 0.9 70.9 386.8 5.5 13.2 5 1.8 20 6.8 67.4 0.8 1.3 2.2 2010 70 28.3 19.9 33.3 59.8 231.4 1.8 37.9 188.9 5 1.4 71.2 420.3 5.9 10.5 9.2 2 21.7 7.1 67.2 1.5 0.8 2.3 38 3.1 3.2 97.6 1.4 1.9 72 7.2 4.5 201.4 44.4 4.4 99.9 22.8 0.1 1.7 6.2 3.7 0
62 "Middle Tennessee State" 13 26.5 17.4 29.5 58.9 191.2 0.7 40.4 180.8 4.5 2.5 69.9 371.9 5.3 7.9 9.6 1.1 18.6 6.2 55.8 1.1 1.8 2.9 2010 69 28.1 17.3 30.1 57.5 199 1.5 45.3 187.9 4.1 1.9 75.4 386.9 5.1 8.6 9.8 1.5 19.8 7 51.7 0.6 0.8 1.5 59 3.4 3.5 97.8 0.8 0.9 83.3 5.7 5.8 238.6 40.8 4.2 104.3 25.1 0.1 2.1 13.4 6.4 0
63 "Connecticut" 13 26.4 14.5 27.5 52.7 151.1 0.8 38.5 174.7 4.5 1.5 66 325.8 4.9 7.3 8.2 0.7 16.2 4.8 40.2 0.8 0.7 1.5 2010 35 22 20.1 34.2 58.7 223.5 1.2 36.8 143.2 3.9 1 71 366.8 5.2 9.6 8.2 1 18.8 5.8 44.8 0.8 1.5 2.4 25 2.9 2.9 100 1.9 2.4 80.6 8.7 6.1 250.8 41.3 4.2 114.4 27 0.2 2.2 17.6 8.2 0
64 "Louisville" 13 26.4 16.7 27.9 59.8 194 1.7 36.3 175 4.8 1.3 64.2 369 5.7 9.1 8.5 1.2 18.8 7.9 63.8 0.6 0.6 1.2 2010 18 19.4 14.5 26.4 54.8 167.4 1.2 36.2 144.3 4 1.1 62.6 311.7 5 7.5 7.6 1.8 16.9 6.5 52 0.8 0.7 1.5 51 3.2 3.3 95.3 1.1 1.4 77.8 6.4 5.2 206.9 40.1 3.5 88.2 25.5 0.1 1.8 22.3 12.6 0.1
65 "Northwestern" 13 26.4 20.2 29.6 68.3 235.2 1.3 42.8 155.9 3.6 1.7 72.5 391.1 5.4 10.3 10.1 1.5 21.8 6.3 56.6 1 0.8 1.8 2010 77 29 21.9 35.8 61.2 241.2 1.9 35.9 185 5.1 1.8 71.8 426.2 5.9 11.1 9.7 1.6 22.4 5.2 45.9 0.5 1.2 1.7 74 2.7 3.1 87.5 1.2 1.8 69.6 6.4 4.7 187.6 40 3.9 88.4 22.5 0.1 1.4 12.8 9.3 0
66 "Alabama-Birmingham" 12 26.3 21.2 38.8 54.6 267 2.3 34.8 155.8 4.5 1.2 73.5 422.8 5.8 11.8 8.2 1.4 21.3 5.3 50.8 0.8 1.2 2 2010 95 31.6 19.3 33.3 58 248.3 2 35.9 150.6 4.2 1.6 69.3 398.8 5.8 10.5 8.3 1.9 20.8 6.6 51.8 0.8 0.8 1.5 4 3.1 3.2 97.4 0.6 1.4 41.2 4.8 4.6 192.4 42 5.3 111.6 20.9 0 1.7 6.9 4.2 0
67 "Miami (FL)" 13 26.3 18.5 34.1 54.2 238.8 1.6 38 182.5 4.8 1.5 72.1 421.3 5.8 11.4 9.4 1.4 22.2 8.2 68.7 0.7 2.1 2.8 2010 27 20.7 12.5 25.2 49.7 150.5 0.7 42 172.8 4.1 1.5 67.2 323.3 4.8 7.2 8.2 1.5 16.8 6.2 51.4 0.9 1.2 2.2 55 2.8 3.2 88.1 1 1.3 76.5 5.8 4.5 199.8 44 3.4 66.5 19.7 0.1 2.6 11.8 4.5 0.1
68 "Notre Dame" 13 26.3 21.9 37 59.3 253.1 2.2 31.8 126.6 4 0.8 68.8 379.7 5.5 11.7 6.8 1.5 20.1 4.5 40.8 0.6 1.2 1.8 2010 23 20.2 21.1 33.8 62.3 215.1 0.8 35.8 142.2 4 1.2 69.6 357.2 5.1 9.6 7.5 1 18.1 6.9 59.6 0.5 1.4 1.9 75 2.8 3.1 92.5 1.5 1.5 95 7.2 5.2 200.5 38.3 3.8 79.8 21.2 0 1.3 7 5.4 0.1
69 "Pittsburgh" 13 26.3 17.7 27.7 63.9 201.2 1.2 36.2 165.7 4.6 1.8 63.8 366.9 5.7 9.2 7.8 1.3 18.4 6.7 54.8 0.8 0.8 1.7 2010 15 19 17.2 30.3 56.9 185.1 1.2 34.1 120 3.5 0.9 64.4 305.1 4.7 8.7 7.8 2 18.5 5.5 51.8 0.7 1 1.7 83 3.1 3.1 100 1.4 1.9 72 7.2 3.5 154.9 43.8 3.9 80 20.4 0 2.2 26.5 12.3 0
70 "Brigham Young" 13 26.2 18.7 32.9 56.8 198.4 1.3 39.8 168.1 4.2 1.8 72.8 366.5 5 10.5 9.1 2.2 21.8 5.4 44.8 0.8 0.8 1.6 2010 32 21.6 15.8 29.5 53.4 192.2 1.5 35.5 138.6 3.9 1.1 65.1 330.8 5.1 8.4 7.7 1.5 17.6 6.3 61.2 0.5 1.2 1.8 16 2.8 3 94.9 1.3 1.6 81 6.8 4.1 168 41.2 3.6 80.1 22.1 0 1.9 17.2 9 0
71 "Georgia Tech" 13 26 4.9 12.9 38.1 83.9 0.7 57.9 323.3 5.6 2.4 70.8 407.2 5.7 3.2 15.8 1.3 20.4 6.2 53 1.5 0.5 2.1 2010 57 25.2 17 28.1 60.5 201.9 1.1 37.6 169.7 4.5 1.9 65.7 371.6 5.7 9.5 8.4 1.6 19.5 4.8 40.8 1 0.6 1.6 35 2.8 3 94.9 1.2 1.3 88.2 6.3 3.3 123.8 37.4 4.1 81.3 19.9 0 1.8 10.3 5.8 0
72 "Texas-El Paso" 13 26 17.5 33.2 52.8 223.3 1.8 31.7 137.1 4.3 1.4 64.9 360.4 5.6 10.8 7.4 2.2 20.4 5.9 51.4 0.5 1.1 1.6 2010 66 27.5 21.1 34 62 228.5 1.8 37.9 184.1 4.9 1.5 71.9 412.6 5.7 11.2 9.8 1.7 22.6 6.3 55.9 0.4 0.8 1.2 102 3.2 3.2 100 0.9 1.6 57.1 6 3.9 176.9 45.1 4.6 118.3 25.6 0.2 1.9 24.7 12.8 0
73 "California" 12 25.8 15.4 27.7 55.7 175.1 1.3 35.7 158.9 4.5 1.6 63.3 334 5.3 7.1 9.2 1.6 17.8 6.7 57.1 0.5 0.9 1.4 2010 40 22.6 16.9 30.2 56.1 187 1.3 36.3 132.1 3.6 1.3 66.4 319.1 4.8 8.8 7.8 1.7 18.3 6.3 53.6 0.8 0.8 1.6 18 3.1 3.3 94.9 0.9 1.3 68.8 5.8 5.3 235.4 44.8 3.9 83.5 21.3 0 2.1 25.3 12.2 0.1
74 "Southern Methodist" 14 25.7 21.7 36.9 58.9 275.8 2.2 28.9 138.8 4.8 1 65.7 414.6 6.3 13 6.9 0.8 20.7 5.4 51 0.9 1 1.9 2010 59 25.6 18.2 30.7 59.3 208.1 1.3 39.3 144.8 3.7 1.7 70 352.9 5 9.6 9.1 1.6 20.4 4.2 39.1 0.4 0.7 1.1 92 3.4 3.4 100 0.6 1 57.1 5.1 4.1 167.1 40.3 4 88.4 22.1 0 2 9.7 4.9 0
75 "Duke" 12 25.3 24.6 40.8 60.3 271.3 1.2 31.9 110 3.4 1.6 72.7 381.3 5.2 12.8 6.1 1.1 19.9 4.6 40.6 0.8 1.6 2.3 2010 109 35.4 15 27.4 54.7 241.8 2.1 43.3 208.3 4.8 2.2 70.7 450.1 6.4 9.7 10.8 1.3 21.8 6.7 55.2 0.8 0.7 1.4 26 2.7 2.7 100 1.8 2 87.5 7.9 4.8 193.8 40.8 5.7 118.3 20.9 0 1.9 15.7 8.2 0
76 "North Carolina" 13 25.3 21.8 32.7 66.6 264 1.5 33.8 125.7 3.7 1.4 66.5 389.7 5.9 10.1 7.5 1.3 18.9 7.6 58.2 1.1 0.7 1.8 2010 45 23.2 19.9 33.2 60.1 212.9 1.8 33.8 125.6 3.7 0.8 67 338.5 5.1 9.8 6.9 1.3 18 7.7 61.2 0.4 1.5 1.8 70 2.9 2.9 100 1.5 1.7 86.4 7.3 4.3 165.4 38.4 3.5 70.5 20.4 0 1.2 9.8 8.5 0
77 "Virginia" 12 25.3 21.8 36.9 59.1 265.5 1.7 34.9 139.3 4 1.4 71.8 404.8 5.6 12.1 7.7 1.5 21.3 8.2 73.3 0.5 1.4 1.9 2010 71 28.3 14.3 25.3 56.6 192.4 1.2 40 203.7 5.1 2.3 65.3 396.1 6.1 7.8 9.6 2.1 19.4 7.3 62.3 0.4 0.9 1.3 111 3.1 3.1 100 0.9 1.5 61.1 5.8 4.2 174.8 42 4.3 92.3 21.7 0.2 1.7 11.1 6.7 0
78 "West Virginia" 13 25.2 18.8 29.4 64.1 213 1.8 40.5 159.7 3.9 1.4 69.8 372.7 5.3 8.5 9.7 1.8 20 4.8 40.6 1.5 0.6 2.2 2010 4 13.5 17.5 30.2 58 174.6 0.9 31.5 86.5 2.7 0.2 61.8 261.1 4.2 7.5 5 1.2 13.7 6.1 57.8 0.8 0.9 1.8 116 3.2 3.2 100 0.8 1.3 58.8 5.5 5.2 215.5 41.8 3.2 61.9 19.2 0 1.7 14.2 8.4 0
79 "Temple" 12 25 14.1 24.8 56.9 183.8 1.3 35.8 150.3 4.2 1.7 60.6 334.1 5.5 7.3 8.2 1.3 16.8 5.9 46.1 1.1 1.1 2.2 2010 16 19.1 17.1 29.8 57.4 178.2 0.8 38.3 139.5 3.6 1.3 68 317.7 4.7 8.8 7.4 0.8 17.1 5.1 42.3 0.9 0.8 1.7 96 2.6 2.7 96.9 1.1 1.7 65 5.8 4.7 176.5 37.8 3.3 72.5 22.3 0 2.3 16.8 7.2 0
80 "Tulane" 12 24.9 22.3 38.8 57.6 245.8 1.6 36.2 127.5 3.5 1.4 74.9 373.3 5 11.5 8.1 1.8 21.3 5.1 36.5 1.1 1 2.1 2010 113 37.2 14.3 26.6 53.9 194.6 1.8 38.8 195.5 5 2.6 65.4 390.1 6 8.8 9.4 1.3 19.5 6.7 60.5 1.1 0.8 1.9 105 2.7 2.8 97 1.1 1.3 81.3 5.9 5.9 233.5 39.5 5.9 109.1 18.4 0 1.6 8.1 5.1 0
81 "Penn State" 13 24.5 18.2 32.7 55.5 229.7 1.5 34.5 142.5 4.1 1.2 67.2 372.2 5.5 10.5 7.7 1.1 19.2 4.1 30.9 0.3 1.3 1.6 2010 49 23.7 16.5 27 61 181.2 1.5 37.2 165.6 4.5 1.1 64.2 346.8 5.4 8.4 8.8 0.8 18 4.4 35.7 0.5 0.8 1.3 82 2.7 2.7 100 1.5 1.9 80 7.3 4.5 181.7 40 4.4 94.2 21.5 0.1 2.5 20.9 8.5 0.1
82 "Central Michigan" 12 24.4 24 39.8 60.4 284 1.4 31.9 105.8 3.3 1.5 71.7 389.8 5.4 12.8 6.9 2.3 22 5.7 51.6 0.9 1.5 2.4 2010 60 26 18.3 30 60.8 205.1 1.3 38 171.9 4.5 1.7 68 377 5.5 8.9 9.4 1.8 20.2 7 62.9 1.2 0.3 1.5 20 2.6 2.8 91.2 0.8 1.7 50 5.1 4.6 180.3 39.3 4.4 86.4 19.6 0 1.6 14.2 8.9 0.1
83 "Oregon State" 12 24.4 18.4 31.3 58.9 206.9 1.6 32 119.6 3.7 1.5 63.3 326.5 5.2 10.5 6.3 1.7 18.5 6.1 56.3 0.3 1 1.3 2010 64 26.8 18.5 29.7 62.4 228.4 1.9 42.2 179.5 4.3 1.6 71.8 407.9 5.7 9.8 10.6 1.8 22.2 7.6 60.9 0.8 0.8 1.7 81 2.9 3.1 94.6 0.7 1 66.7 4.9 5.3 212.1 40.4 4.3 114.3 26.4 0 1.5 22.2 14.8 0.1
84 "Colorado" 12 24.2 19.8 33.1 59.7 222.7 1.8 37.5 137 3.7 1.3 70.6 359.7 5.1 10.3 7.7 1.8 19.8 6.6 50.3 0.7 0.9 1.6 2010 92 30.8 22 32.3 68 259.8 2.3 35.1 140.3 4 1.3 67.4 400 5.9 11.8 7.9 1.2 20.9 6 53.6 0.8 0.8 1.6 23 2.7 2.8 97 0.8 1.3 62.5 5.2 5.2 199.1 38.5 4.2 97 23.3 0 1.5 10.9 7.3 0
85 "South Florida" 13 24.1 14.2 24.8 57.3 164.5 1 37.5 144.8 3.9 1.5 62.3 309.4 5 6.7 7.8 2.1 16.5 5.7 46.1 0.5 1.2 1.7 2010 22 20 18.3 31.1 58.9 192.3 1.4 36.2 125.6 3.5 0.6 67.2 317.9 4.7 9 7.2 1.1 17.3 7.2 60.5 0.4 1.2 1.5 90 2.5 2.6 97.1 1.4 2 69.2 6.7 5 185.1 37 3.8 85.1 22.6 0.2 2.1 24 11.6 0.2
86 "Clemson" 13 24 17.7 31.5 56.2 195.6 1.3 35.2 139 4 1.5 66.6 334.6 5 9.2 6.8 1.9 18 6 55.2 0.7 1.1 1.8 2010 13 18.8 15.8 29.4 53.7 191.8 1.4 37.2 128.5 3.5 0.6 66.6 320.3 4.8 8.1 7.1 1.9 17.1 6.8 64.6 0.4 1.2 1.5 22 2.8 2.8 97.3 1.1 1.8 58.3 6 4.8 206.1 42.5 3.5 78.3 22.6 0.1 2.3 25.5 11 0
87 "North Texas" 12 23.9 15.2 26.3 57.6 173.1 1.3 40.8 202.2 5 1.4 67.1 375.3 5.6 7.4 10.2 1.1 18.7 7.1 51.5 0.8 0.8 1.5 2010 82 29.7 15.6 27.3 57 209.5 1.7 39.4 184.9 4.7 1.9 66.8 394.4 5.9 8.3 9 1.2 18.4 6.1 49.8 0.6 0.7 1.3 72 2.7 2.9 91.4 1.3 1.5 83.3 6.4 5.8 235.8 40.4 4.8 117.4 24.3 0.2 1.1 3.6 3.3 0
88 "Texas" 12 23.8 21.8 37.1 58.9 232 0.8 36.1 150.5 4.2 1.6 73.2 382.5 5.2 9.8 8.6 1.8 20.2 6.3 55.3 1.1 1.4 2.5 2010 50 23.7 14.4 25.4 56.7 161.6 1.1 39.8 138.6 3.5 1.8 65.3 300.2 4.6 6.9 7.7 1.6 16.2 6.1 56.4 0.8 0.7 1.5 98 2.3 2.3 100 1.9 2.3 85.2 8.1 5 210.6 42.1 3.3 60 18.5 0 2.2 25.2 11.6 0
