"off.rank" "school" "games" "off.points" "off.pass.cmp" "off.pass.att" "off.pass.pct" "off.pass.yds" "off.pass.td" "off.rush.att" "off.rush.yds" "off.rush.avg" "off.rush.td" "off.toff.plays" "off.toff.yds" "off.toff.avg" "off.fd.pass" "off.fd.rush" "off.fd.pen" "off.fd.tot" "off.pen.num" "off.pen.yds" "off.turn.fum" "off.turn.int" "off.turn.tot" "year" "def.rank" "def.points" "def.pass.cmp" "def.pass.att" "def.pass.pct" "def.pass.yds" "def.pass.td" "def.rush.att" "def.rush.yds" "def.rush.avg" "def.rush.td" "def.toff.plays" "def.toff.yds" "def.toff.avg" "def.fd.pass" "def.fd.rush" "def.fd.pen" "def.fd.tot" "def.pen.num" "def.pen.yds" "def.turn.fum" "def.turn.int" "def.turn.tot" "spec.rank" "kick.xpm" "kick.xpa" "kick.xpp" "kick.fgm" "kick.fga" "kick.fgp" "kick.pts" "punt.num" "punt.yds" "punt.avg" "kr.num" "kr.yds" "kr.avg" "kr.td" "pr.num" "pr.yds" "pr.avg" "pr.td"
89 "Minnesota" 12 23.2 17.4 31.5 55.3 226.1 1.8 37.3 135.3 3.6 1.2 68.8 361.3 5.3 9.8 7.8 2.3 19.9 5.6 43.1 0.7 0.8 1.4 2010 98 33 15.2 23.3 65 200.8 1.8 36.3 191.4 5.3 2.4 59.7 392.2 6.6 8.8 9.1 1.3 19.1 5.7 51.8 0.7 0.9 1.6 60 2.6 2.7 96.9 0.9 1.4 64.7 5.3 4.4 151.8 34.4 4.8 104 21.9 0 1.1 8.3 7.6 0
90 "Wake Forest" 12 22.8 13.8 25.2 55 143.8 0.8 38.3 158.5 4.1 1.9 63.5 302.3 4.8 5.3 9.3 1.3 15.8 4.9 45.3 0.6 0.8 1.4 2010 110 35.8 20.1 32.8 61.3 238.2 2.4 40.9 192.5 4.7 2 73.7 430.7 5.8 10.9 11 1.3 23.2 5.5 50.1 0.5 0.9 1.4 113 2.6 2.6 100 1 1.1 92.3 5.6 6.3 226 36.2 5.8 118.3 20.6 0 1.2 11.1 9.5 0
91 "Western Kentucky" 12 22.8 12.6 24.6 51.2 143.5 0.9 41.7 175.5 4.2 1.8 66.3 319 4.8 7.6 8.9 1.4 17.9 6.3 47.2 0.7 0.5 1.2 2010 99 33.2 17.5 28.1 62.3 202.9 1.3 35.5 177.3 5 2.8 63.6 380.2 6 9 9.2 1.2 19.3 7.5 61.2 0.8 0.7 1.4 117 2.5 2.8 90.9 0.7 1.4 47.1 4.5 5.9 239.3 40.5 5.2 108.8 21.1 0.1 1.3 10.8 8.1 0.1
92 "Louisiana-Lafayette" 12 22.3 19.1 36.3 52.5 250 1.5 34.5 100.6 2.9 1.2 70.8 350.6 4.9 10 6.2 1.3 17.5 5.7 40.9 0.8 1.3 2.1 2010 112 37 19.2 30.6 62.7 236.8 2.2 37.1 162.6 4.4 1.9 67.7 399.4 5.9 10.5 8.3 1.4 20.3 6.3 54.7 0.7 1.2 1.8 49 2.8 2.8 100 0.7 1.1 61.5 4.8 6 240.4 40.1 5.8 101.4 17.6 0.1 0.9 7.6 8.3 0
93 "Syracuse" 13 22.2 15.8 28 56.3 182.7 1.5 34.5 140.2 4.1 1.1 62.5 322.8 5.2 8.3 7.8 1.2 17.3 7.2 59.3 1 0.6 1.6 2010 17 19.3 16 28.3 56.5 165.3 1.2 37.5 136.2 3.6 1.1 65.8 301.5 4.6 7.3 7.8 1.6 16.7 6.8 56 0.6 0.7 1.3 95 2.3 2.5 93.8 1.4 1.5 94.7 6.5 5.1 220.6 43.5 3.7 83 22.5 0 2.5 22.6 9.2 0
94 "Ball State" 12 22 13.8 25.8 53.7 153.6 1.5 37.1 152.3 4.1 0.9 62.8 305.8 4.9 7.3 7.8 1.3 16.3 5.7 49.5 1.3 1.3 2.6 2010 88 30.4 16.7 29.1 57.3 220 2.1 38.9 178.3 4.6 1.6 68 398.3 5.9 9.3 9.4 1.9 20.7 6.4 60.3 0.8 1.4 2.2 11 2.5 2.7 93.8 1.2 1.4 82.4 6 5.5 213.1 38.7 4.4 89.8 20.3 0.1 1.5 12.2 8.1 0
95 "Utah State" 12 22 14.3 27 53.1 178.7 0.7 44 168.7 3.8 2 71 347.3 4.9 7.8 9.6 1.8 19.2 6.6 58.2 0.6 1.2 1.8 2010 101 33.8 19.6 34.2 57.3 249.6 1.7 36.5 179.3 4.9 2.5 70.7 428.8 6.1 10.8 9.2 2.2 22.2 6.6 61.2 0.3 1.1 1.3 109 2.8 2.8 100 0.9 1.4 64.7 5.5 6 242 40.3 5.2 130.1 25.2 0.1 1.4 6 4.2 0
96 "Washington" 13 21.8 15.8 28.9 54.5 190.4 1.5 37 172.2 4.7 1.2 65.9 362.5 5.5 8.3 8.5 1.6 18.5 6.4 56.2 0.6 0.7 1.3 2010 80 29.3 16.6 27.6 60.2 194.4 1.2 40.8 190.5 4.7 2.5 68.4 384.8 5.6 8.8 10.2 1.4 20.4 7.1 63.8 0.5 0.9 1.5 114 2.5 2.5 100 1 1.5 65 5.5 5.8 255.5 43.7 4.2 88.3 20.9 0 2 9.8 4.9 0
97 "Iowa State" 12 21.7 17.6 31.1 56.6 174.3 1.2 37.9 143.2 3.8 1.3 69 317.4 4.6 8.8 7.9 1.7 18.3 5.9 51.3 0.6 0.8 1.4 2010 74 28.8 19.8 31 64 221.9 1.7 42.7 186.3 4.4 1.6 73.7 408.3 5.5 10.1 10.8 1 21.9 5.1 46.1 0.8 1.1 1.9 42 2.7 2.8 97 0.7 1.4 47.1 4.7 5.3 234.8 44 4.5 98.8 21.9 0.1 1.3 12 9.6 0.1
98 "Miami (OH)" 14 21.6 23.1 35.9 64.2 253.7 1.4 31.3 98.3 3.1 1 67.2 352 5.2 11.4 6.6 1 19 5.6 45.8 0.6 1.1 1.7 2010 44 23.2 17.2 30.3 56.8 210.6 1 32 127.6 4 2 62.3 338.2 5.4 9.3 6.3 1.3 16.9 5.6 49.5 1 1.5 2.5 56 2.3 2.5 91.4 1.3 1.9 66.7 6.1 5.1 194.3 37.8 3.4 70.4 20.5 0 1.3 9.5 7.4 0.1
99 "Bowling Green State" 12 21.3 22.2 38.3 58 231.6 1 30.1 62.8 2.1 1.3 68.3 294.4 4.3 10.3 5.5 1.7 17.4 6 53.3 1 1.7 2.7 2010 100 33.6 19.7 31.2 63.1 224.6 2.1 39.4 207.4 5.3 2 70.6 432 6.1 10.2 10.8 1.3 22.3 6.2 57.5 1.3 1.2 2.4 15 2 2.3 85.7 0.4 1.1 38.5 3.3 5.6 226.1 40.5 5.5 101.1 18.4 0.1 1.7 18.5 11.1 0.2
100 "Kent State" 12 21.3 19 32.5 58.5 200.8 0.9 31.9 113.6 3.6 1.3 64.4 314.3 4.9 8.8 6.9 1 16.8 6.2 55.8 1.1 1.2 2.3 2010 42 22.9 20.4 33.8 60.5 209.5 0.8 36.2 97.2 2.7 1.8 69.9 306.7 4.4 10.1 6.2 1.8 18.1 5.7 41.4 0.9 1.3 2.3 45 2.6 2.6 100 0.9 1.4 64.7 5.3 6.1 250.5 41.2 4 81.9 20.5 0.1 2.8 17.4 6.3 0.1
101 "Louisiana-Monroe" 12 20.8 20.6 33.4 61.6 226.7 1.5 39.4 120.3 3.1 1.1 72.8 347 4.8 10.7 7 0.9 18.6 8 65.8 0.9 1.2 2.1 2010 97 32.4 16.6 30.5 54.4 219.3 1.8 36.5 159.1 4.4 1.9 67 378.3 5.6 9.8 8.7 1.4 19.8 5.6 43.7 0.6 1 1.6 50 2.2 2.4 89.7 0.7 0.8 80 4.2 5.7 218.9 38.6 5.4 119.3 22 0 1.7 5.9 3.6 0
102 "Marshall" 12 20.8 19.6 35.1 55.8 217.1 1.8 28.8 97.2 3.4 0.6 63.8 314.3 4.9 9.2 5.2 2.2 16.5 6.6 54.8 0.7 1.3 1.9 2010 75 28.8 20.9 36.8 56.8 240.8 1.5 37.2 145.3 3.9 1.7 74 386 5.2 11.8 8.3 1.5 21.5 6.8 59 0.5 0.9 1.4 52 2.6 2.7 96.9 0.4 0.7 62.5 3.8 6.7 260.8 39.1 4.8 107.2 22.6 0.1 1.9 12.2 6.3 0.1
103 "Rutgers" 12 20.8 14.7 27 54.3 194 1.3 37.1 100.9 2.7 0.9 64.1 294.9 4.6 8.5 5.8 1.3 15.5 7 50.4 0.4 0.8 1.3 2010 62 26.5 17.3 28 61.6 217.8 1.6 36.8 156.4 4.2 1.7 64.8 374.2 5.8 9.3 7.6 1.1 18 6.5 56.1 1.2 0.7 1.8 86 2.2 2.2 100 1.2 1.7 70 5.7 6.3 257.2 40.6 4.7 106.7 22.9 0 2 17.6 8.8 0.3
104 "UCLA" 12 20.2 13.5 26.5 50.9 141.1 0.8 40.3 175.6 4.4 1.7 66.8 316.7 4.7 7.1 9.6 1.8 18.4 6.7 60.4 1.3 1.2 2.4 2010 86 30.3 18.8 30 62.5 214.6 1.6 39.4 205.5 5.2 1.9 69.4 420.1 6.1 9.8 9.8 2.2 21.7 6.8 64.3 0.9 0.6 1.5 107 2.3 2.3 100 1.1 1.5 72.2 5.5 5.3 244.5 45.8 4.4 93.4 21.2 0 1.4 10.1 7.1 0
105 "Purdue" 12 19.7 16.4 29.5 55.6 150.8 1.1 36.8 160.8 4.4 1 66.3 311.6 4.7 6.8 8 1 15.8 6.4 57 0.8 1.4 2.3 2010 76 28.8 21.3 32.4 65.8 231.1 1.9 38.3 137.9 3.6 1.7 70.7 369 5.2 11.5 8.5 1.3 21.3 5.5 44.2 0.9 0.8 1.8 84 2.3 2.3 100 1.3 1.6 78.9 6 5.8 236.2 40.5 4.6 90.6 19.8 0 2 11.2 5.6 0
106 "Washington State" 12 19.6 18.9 32 59.1 239.2 1.6 34.8 91 2.6 0.9 66.8 330.2 4.9 10.2 5.8 1.7 17.7 6.3 59.5 0.9 1 1.9 2010 111 35.8 19.8 29.9 66.3 246.8 2.1 39.4 220.3 5.6 2.5 69.3 467 6.7 10.7 11.1 1.6 23.3 6.4 55.4 0.9 0.9 1.8 115 2.3 2.4 96.6 0.6 0.9 63.6 4.1 5.8 254.1 44.2 3.8 81.9 21.4 0 1.6 9.4 5.9 0
107 "Wyoming" 12 19.2 14.5 24.1 60.2 166 1 33.5 119.5 3.6 1.4 57.6 285.5 5 6.4 6.3 1.8 14.4 5.4 46.8 0.8 0.8 1.5 2010 87 30.3 15.7 26.4 59.3 207.9 1.5 45 205.8 4.6 2.3 71.4 413.7 5.8 8.8 12 1.6 22.3 7.3 61.8 0.5 0.8 1.3 120 2.2 2.3 92.9 0.7 0.8 80 4.2 5.7 242.6 42.8 3.9 84.7 21.6 0 0.5 3.8 7.7 0
108 "Eastern Michigan" 12 19 12.5 23.5 53.2 160.1 1.2 42.6 173.3 4.1 1.4 66.1 333.4 5 6.8 8.5 1.7 17 5.6 53.3 0.8 1.2 2 2010 118 43.9 15.8 24.8 63.8 223.5 2.7 37.8 230.6 6.1 3 62.6 454.1 7.3 9.5 10.5 1.8 21.8 5.2 45.6 0.9 0.2 1.1 28 2.3 2.5 90 0.4 0.8 55.6 3.5 5.7 219.3 38.7 6 116.9 19.5 0 0.8 2.3 3 0
109 "Boston College" 13 18.5 13.8 27 51.3 171.2 1 35.7 127.9 3.6 0.8 62.7 299.1 4.8 7.3 6.1 1.6 15 5.7 50.8 0.5 1.5 1.9 2010 19 19.5 24.9 39.2 63.5 226.9 1.1 30.9 82.8 2.7 0.5 70.2 309.7 4.4 11.2 5.3 1.4 17.9 5.3 45.8 1 1.5 2.5 14 1.8 1.9 96 1.7 1.9 88 6.9 6.2 252.5 41 4.2 75.6 18.2 0 1.9 8.8 4.6 0
110 "Nevada-Las Vegas" 13 18.4 14.7 27.1 54.3 170.9 1.4 34.8 103.3 3 0.7 61.9 274.2 4.4 7.5 6.3 1.9 15.7 5.9 59 0.5 0.9 1.5 2010 116 39.7 16 25 64 227.8 1.9 42.6 222.7 5.2 3 67.6 450.5 6.7 9.3 11.8 1.3 22.4 6.1 54.4 0.8 0.5 1.4 67 2.2 2.3 96.7 0.6 0.8 72.7 4.1 5.9 219.4 37 5.7 132.2 23.2 0 1 6.8 6.8 0.1
111 "Kansas" 12 17.1 16.9 29.4 57.5 161.8 0.9 39.2 134.6 3.4 1.1 68.6 296.4 4.3 7.8 7.8 2.6 18.3 6 56.8 0.5 1.2 1.7 2010 103 34.4 18.7 28.4 65.7 222.5 1.5 40.9 205.2 5 2.5 69.3 427.7 6.2 9.7 11.2 1.8 22.6 8.3 83.7 0.4 0.6 1 43 2.1 2.2 96.2 0.7 1.2 57.1 4.1 5.6 226.2 40.5 5.5 115.3 21 0.1 1.3 4.8 3.8 0
112 "Vanderbilt" 12 16.9 14.1 30 46.9 159.4 0.9 35.1 138.8 4 1.1 65.1 298.3 4.6 6.8 7.3 0.9 15 5.6 44.7 0.7 0.9 1.6 2010 94 31.2 18.4 29.1 63.3 226.3 1.5 43.3 193 4.5 2.1 72.3 419.3 5.8 9 10.1 0.8 19.9 6 50.6 0.5 0.8 1.3 110 1.9 2 95.8 0.7 1.1 61.5 3.9 7.3 292.6 39.9 5.1 114.1 22.4 0 2.1 15.1 7.2 0.1
113 "Florida Atlantic" 12 16.8 16.1 28.5 56.4 208.3 1.4 33.3 94.3 2.8 0.7 61.8 302.6 4.9 8.6 5.9 1.3 15.8 7.3 57.9 1 1.2 2.2 2010 79 29.3 16.4 27.1 60.6 197.8 1.3 44.7 203.6 4.6 2 71.8 401.3 5.6 8.2 11.4 1.7 21.3 6.1 49.1 0.5 0.9 1.4 30 1.8 2 91.7 0.7 1.1 61.5 3.8 6 271 45.2 4.7 93 19.9 0 1.9 12.4 6.5 0
114 "Colorado State" 12 16.5 21.1 32.8 64.4 221.8 0.9 32.7 113 3.5 0.8 65.4 334.8 5.1 10.1 7 1 18.1 4.5 40.5 0.8 1.1 1.8 2010 104 34.7 17.8 25.5 69.6 225.9 2 39.9 197.9 5 2.3 65.4 423.8 6.5 9.3 11.4 0.8 21.5 4.7 42.6 0.8 0.3 1.2 24 1.5 1.8 85.7 1.3 1.8 72.7 5.5 4.3 185.9 42.9 5.1 123.5 24.3 0 1.3 8.7 6.9 0
115 "San Jose State" 13 16.1 19.5 33.5 58.3 236.5 1.3 27.1 78.5 2.9 0.5 60.6 315.1 5.2 10.2 4.2 1.2 15.6 6.5 50.6 0.6 1.3 1.9 2010 105 34.7 20.1 32.2 62.3 260.5 1.2 40.1 203.2 5.1 2.8 72.3 463.7 6.4 12.4 10.4 1.3 24.1 5.1 49.9 0.6 0.8 1.4 88 1.6 1.7 95.5 1.1 1.7 63.6 4.8 6.5 261.4 40.5 5.4 113.8 21.1 0 0.7 5.8 8.3 0
116 "New Mexico" 12 15.8 16 30.4 52.6 157.7 0.9 36.7 108 2.9 0.8 67.1 265.7 4 6.8 7.2 1.8 15.7 6.6 58.4 1.3 1.3 2.6 2010 120 44.3 16 26.5 60.4 218.8 2.1 47.3 250.2 5.3 3.2 73.8 469 6.4 9.5 12.9 1.6 24 6.4 62.8 1.3 0.3 1.6 68 1.8 1.8 100 0.7 0.8 88.9 3.8 7.3 286.8 39.6 5.8 137.3 23.5 0.1 0.8 1.9 2.3 0
117 "New Mexico State" 12 15.7 15.4 31.3 49.2 167.4 0.8 37.4 129.1 3.4 0.7 68.8 296.5 4.3 7.9 7.4 1.7 17 6.2 61.8 0.8 0.8 1.5 2010 115 39.5 17.8 30.9 57.7 246.3 2.2 35.6 207.1 5.8 2.7 66.5 453.3 6.8 10.3 9.3 2 21.5 6.1 62.1 0.7 0.3 1 69 1.5 1.6 94.7 1.3 1.6 84.2 5.5 7.1 262 37 5.4 132.2 24.4 0 1.4 8.9 6.3 0
118 "Akron" 12 15.6 14.5 29.1 49.9 155.1 1 32.8 113.4 3.5 0.8 61.8 268.5 4.3 7.7 5.3 1.7 14.7 5.5 46.8 0.7 1.2 1.8 2010 106 35.1 18.8 29.8 63.3 264.1 2.4 38.1 164.1 4.3 1.5 67.8 428.2 6.3 11.5 8.4 1.3 21.2 5.6 52.4 0.7 0.7 1.3 2 1.6 1.9 82.6 0.8 1.3 66.7 4.1 6.8 255.1 37.8 5.4 102.3 18.9 0 0.8 3 3.6 0
119 "Memphis" 12 14.4 15.6 27.9 55.8 193.4 1.2 31.9 91.6 2.9 0.4 59.8 285 4.8 7.8 5.5 1 14.3 6.3 48.7 1.1 1.1 2.2 2010 117 39.8 20.2 30.8 65.6 288.8 3.2 39 171.9 4.4 1.9 69.8 460.7 6.6 12.3 9.2 1.6 23 5 39.8 0.4 0.7 1.1 54 1.4 1.5 94.4 1.2 1.5 77.8 4.9 6.7 284.7 42.7 6.2 112.6 18.3 0 0.9 0.4 0.5 0
120 "Buffalo" 12 14.2 15.4 34.2 45.1 184.3 1.4 36.7 113.4 3.1 0.3 70.8 297.7 4.2 9.1 6.3 1.8 17.2 5.1 48.8 0.8 1.9 2.8 2010 67 27.8 14.6 27.1 53.8 181.4 1.7 41.9 159.1 3.8 1.7 69 340.5 4.9 8.1 8.9 1.2 18.2 6.8 59 0.8 1.3 2.1 17 1.7 1.8 95.2 0.7 1.1 61.5 3.7 6.8 248.4 36.8 4.3 81.2 19.1 0 1.2 16.8 14.4 0
1 "Houston" 14 49.3 34.2 48.7 70.2 450.1 3.9 30 149 5 2.4 78.7 599.1 7.6 18.4 8.2 1.4 28.1 6.1 49.9 0.6 0.4 1.1 2011 35 22.4 18.4 33.5 55 208.7 1.4 41.1 171.6 4.2 1.3 74.6 380.3 5.1 9.4 9.4 1.1 19.9 6.3 52.1 0.7 1.5 2.2 37 6.5 6.6 98.9 0.9 1.2 76.5 9.3 3.6 150.2 41.2 2.9 64.7 22.1 0.1 1.7 22.6 13.2 0.1
2 "Oklahoma State" 13 48.7 32.9 45.8 71.9 387.2 3.1 30.2 158.6 5.3 2.8 75.9 545.8 7.2 17.1 7.6 1.2 25.9 5.5 50.5 0.8 1 1.8 2011 61 26.8 24.8 41.6 59.5 271.8 1.2 42.2 184.9 4.4 1.8 83.8 456.8 5.5 13.8 10.2 1.2 25.3 5.5 42 1.5 1.8 3.4 79 6.1 6.2 98.8 1.7 1.9 88 11.2 3.8 171.5 45.5 4 89 22.3 0.2 1.8 6.1 3.4 0
3 "Oregon" 14 46.1 16.9 27.6 61.1 223.6 2.8 44.9 299.2 6.7 3 72.5 522.8 7.2 9.4 13.4 1.4 24.2 7.2 65 0.9 0.5 1.4 2011 52 24.6 22.4 37.8 59.2 247.3 1.8 39.1 142.8 3.6 1 76.9 390.1 5.1 11.4 8 2.1 21.6 6.3 51.6 0.9 1.2 2.1 80 5.7 5.8 98.8 0.6 1 64.3 7.6 3.5 157.4 45 4.1 101.4 24.9 0.1 2.4 22.5 9.5 0.1
4 "Baylor" 13 45.3 23.6 32.6 72.4 351.5 3.1 44.3 235.6 5.3 2.8 76.9 587.1 7.6 13.5 13.5 2 29 7.1 64.5 1.4 0.5 1.8 2011 113 37.2 24.2 38.1 63.6 291.1 2.8 38.2 197.4 5.2 2.2 76.3 488.5 6.4 12.5 9.8 2.2 24.5 7.1 60.2 1 1.2 2.2 12 5.8 6 96.2 0.8 1.3 58.8 8.1 2.5 97.9 39.8 4.8 95.3 20 0 1.3 10.5 8 0
5 "Boise State" 13 44.2 27.1 36.7 73.8 309.4 3.5 37.8 171.9 4.5 2.4 74.5 481.3 6.5 15.5 8.3 1.8 25.7 5.3 47.2 0.6 0.8 1.4 2011 12 18.7 17.5 30.8 56.9 210.8 1.6 31.2 110 3.5 0.7 62 320.8 5.2 8.1 6 1.8 15.9 7 61.7 0.8 1.2 2 13 5.5 6.1 89.9 0.5 0.7 66.7 6.8 3.5 143.8 41.6 2.4 55.7 23.4 0.1 2.6 31.1 11.9 0
6 "Wisconsin" 14 44.1 16.6 23.4 71 234.3 2.4 43.5 235.6 5.4 3.4 66.9 469.9 7 10.3 11.7 1.3 23.3 4.8 38.9 0.4 0.4 0.7 2011 13 19 15.3 25.1 60.8 163.6 1.1 35.6 152.8 4.3 1.2 60.7 316.4 5.2 7.7 7.2 0.9 15.9 5.5 47.1 0.7 1.1 1.9 119 5.7 5.9 97.6 0.6 0.8 72.7 7.4 3.4 138.8 40.5 3.5 76.6 21.9 0 1.6 23.7 15.1 0.1
7 "Stanford" 13 43.2 22.8 32.1 71.2 278.7 2.9 39.8 210.6 5.3 2.5 71.9 489.3 6.8 13.2 10.1 1.7 25 6.2 55.2 0.5 0.8 1.3 2011 30 21.9 21.4 34.7 61.6 253.2 1.4 28 84.4 3 1.2 62.7 337.6 5.4 11.2 4.6 1.8 17.5 5 47.5 1.2 0.5 1.7 94 5.2 5.5 94.4 1.3 1.8 70.8 9.2 2.8 116.2 40.8 3.4 76.3 22.5 0.1 1.5 16.5 11.3 0
8 "Toledo" 13 42.2 22.4 32.7 68.5 267.7 2.6 42.7 213.6 5 2.5 75.4 481.3 6.4 11.7 10.9 1.2 23.8 7.3 63.2 0.5 0.5 1.1 2011 94 31.7 22 35.2 62.6 268.8 2.6 33.7 132.8 3.9 1.3 68.8 401.5 5.8 11.5 7.5 2.1 21 5.5 42.5 1.2 1.1 2.3 103 5.1 5.2 98.5 1.2 1.5 78.9 8.5 4.7 175 37.3 4.3 82.7 19.2 0.1 1.5 18.5 12 0.1
9 "Texas Christian" 13 40.8 17.8 26.9 66 231.6 1.9 40.9 208.6 5.1 2.9 67.8 440.2 6.5 9.8 10.3 1.6 21.7 5.5 52.8 1.1 0.5 1.6 2011 28 21.5 18 31.5 57.2 223.6 1.8 35.2 123.8 3.5 0.5 66.6 347.4 5.2 9.9 6.1 1.8 17.8 6.3 55.6 1 0.8 1.8 100 4.7 4.9 95.3 1.1 1.3 82.4 7.9 3.7 146.7 39.7 3.7 104.2 28.2 0.2 2.6 26.1 10 0.1
10 "Oklahoma" 13 39.5 28.1 44.8 62.6 349.4 2.2 36.1 162.9 4.5 2.3 80.9 512.3 6.3 15.8 9 1.1 25.9 4.9 45.5 1 1.2 2.2 2011 32 22.1 19.8 36.5 54.2 241.5 1.4 36.6 134.7 3.7 1.2 73.1 376.2 5.1 10.1 7.5 1.6 19.2 6.2 43.8 0.9 1.2 2.1 78 4.7 4.8 96.8 1.9 2.2 89.3 10.5 4.8 203.8 42 3.2 68.2 21.6 0 2.1 18 8.7 0
11 "Texas A&M" 13 39.1 25.5 41.3 61.6 291.1 2.2 39 199.2 5.1 2.2 80.3 490.2 6.1 14.5 10.3 1.7 26.5 7 65.8 0.7 1.2 1.8 2011 70 28.2 24.5 39.3 62.4 276.3 1.5 39.1 101.8 2.6 1.9 78.4 378.2 4.8 11.8 8.2 2.2 22.1 7.5 57.4 0.6 0.5 1.2 99 4.2 4.4 96.5 2.2 2.5 87.9 10.9 4.2 172 41.4 3.2 69.9 21.6 0 2.5 33.5 13.6 0.1
12 "Northern Illinois" 14 38.3 18.1 29.1 62 241.9 2.1 42.5 234.1 5.5 2.4 71.6 476 6.6 10.6 11.3 1.9 23.8 5.5 53.4 0.9 0.4 1.4 2011 85 30.3 19.4 34.1 56.7 247.9 2.1 41.6 167.4 4 1.6 75.7 415.2 5.5 10.9 10.2 1.7 22.8 6.1 54.1 0.9 0.9 1.8 73 4.6 4.7 97 1.4 2 71.4 8.9 4.4 158.1 35.7 4.1 82.1 19.8 0.1 1.1 7.8 6.8 0.1
13 "West Virginia" 13 37.6 27.2 41.7 65.1 346.8 2.5 32.1 122.7 3.8 1.9 73.8 469.5 6.4 14.4 7 1.8 23.2 6.2 53.6 1 0.7 1.7 2011 63 26.8 19.6 34.5 56.9 203.5 1.2 36.3 144.8 4 1.6 70.8 348.2 4.9 9.9 7.2 1.4 18.5 6.7 55.6 0.7 1.1 1.8 116 4.7 4.8 96.8 1.2 1.7 72.7 8.4 4.3 165.2 38.4 4.4 103.8 23.7 0.2 1.9 22.6 11.8 0
14 "Southern Mississippi" 14 36.9 20.9 34.9 59.7 256.2 2.3 39.5 205.1 5.2 1.2 74.4 461.4 6.2 10.6 10.9 1.9 23.4 7.8 63.9 1.3 0.9 2.1 2011 26 20.8 22 38.2 57.6 224.4 1 36.1 118.6 3.3 1.1 74.4 343 4.6 11.1 6.9 1.2 19.1 6.4 53.9 0.6 1.4 2 93 4.4 4.4 98.4 1.8 2.6 69.4 9.7 4 174.5 43.6 3.7 83.9 22.6 0 2.5 32 12.8 0.3
15 "Arkansas" 13 36.8 23 36.2 63.5 300.7 2 31.7 137.4 4.3 1.9 67.9 438.1 6.4 12.8 7.2 1.5 21.5 6.2 45.6 1 0.5 1.5 2011 33 22.2 17.8 31.3 57 195.2 0.9 38.8 167.6 4.3 1.6 70.2 362.8 5.2 9.2 8.3 1.3 18.8 6.2 51.2 0.7 0.9 1.6 7 4.2 4.4 96.5 1.6 2.1 77.8 9.1 4.1 184.6 45.3 3.2 74.9 23.2 0.2 2.4 32.3 13.5 0.3
16 "Southern California" 12 35.8 25.8 37.3 69.1 294.2 3.3 32.7 162.6 5 1 69.9 456.8 6.5 12.9 9.3 2.4 24.6 5.9 50 0.9 0.6 1.5 2011 45 23.6 24.3 38.1 63.9 263.3 1.4 30.8 111.4 3.6 1.4 68.8 374.8 5.4 14.2 6.3 1.1 21.6 7.3 61.2 0.7 0.8 1.4 91 4.2 4.2 100 1.3 1.4 88.2 7.9 3.3 130.2 40.1 3.5 72.5 20.7 0.1 2.2 22.3 10.3 0
17 "Louisiana State" 14 35.7 12.4 19.9 62 152.5 1.5 42.2 202.6 4.8 2.5 62.1 355.1 5.7 6.9 10.4 1.9 19.2 6.1 49 0.4 0.4 0.7 2011 2 11.3 16.4 31.2 52.4 171.4 0.5 32.9 90.1 2.7 0.5 64.1 261.5 4.1 8.1 5.6 1.5 15.1 6.8 54.7 0.9 1.3 2.1 47 4.4 4.6 96.9 1.1 1.3 88.9 7.9 4.7 207.8 44.1 2.7 59.1 21.8 0.1 2.8 37.4 13.4 0.1
18 "Western Michigan" 13 35.3 28.4 42.6 66.6 337.3 3.1 30.1 121.2 4 1.3 72.7 458.5 6.3 15.7 6.6 2.3 24.6 7.1 56.2 1.4 1.2 2.6 2011 76 28.7 18.9 30.5 62 215 1.4 40.7 219.7 5.4 1.8 71.2 434.7 6.1 9.9 10.7 1.8 22.4 6.5 54.5 1.5 0.9 2.4 118 4.4 4.4 100 1.2 1.7 72.7 8.1 3.3 135.3 40.9 4.8 108.4 22.4 0 1.7 16.8 10 0
19 "Air Force" 13 34.9 9.5 15.7 60.3 140.1 1.2 55.6 314.8 5.7 3.3 71.3 454.8 6.4 6 15.7 1.5 23.2 4.7 43.2 1.4 0.6 2 2011 72 28.4 14.9 23.8 62.8 166.8 1.6 44.3 219.7 5 1.8 68.1 386.5 5.7 8.1 11.9 1 21 6.5 57.1 1.1 0.9 2 1 3.9 4.2 94.4 1.2 1.4 83.3 7.4 2.9 115.2 39.4 3.4 72.2 21.3 0 1 10.8 10.8 0
20 "Alabama" 13 34.8 18.2 27.5 66.4 215.2 1.2 39.1 214.5 5.5 2.6 66.5 429.6 6.5 10.4 10.3 0.8 21.5 3.8 31.5 0.3 0.6 0.9 2011 1 8.2 12.6 25.7 49.1 111.5 0.5 29.7 72.2 2.4 0.2 55.4 183.6 3.3 4.8 4.4 0.8 10.1 4.5 34.8 0.5 1 1.5 3 4 4.2 96.3 1.8 2.8 63.9 9.3 3 118 39.3 1.7 40.8 24.1 0 3 39 13 0.1
