"","RivalsRank","School","Total","5-Star","4-Star","3-Star","AvgStar","Points","Year"
"1","1","Alabama",22,3,14,5,3.91,2632,2011
"2","1","Alabama",25,4,13,8,3.84,3166,2013
"3","1","Alabama",26,3,14,9,3.77,2621,2012
"4","1","Alabama",27,4,14,9,3.81,2786,2009
"5","1","Alabama",32,3,19,8,3.72,2836,2008
"6","1","Florida",27,4,16,7,3.89,2959,2007
"7","1","LSU",28,1,17,10,3.68,2626,2003
"8","1","Texas",28,6,15,5,3.89,2792,2002
"9","1","USC",20,4,11,5,3.95,2631,2005
"10","1","USC",20,5,14,1,4.2,3003,2010
"11","1","USC",20,8,7,3,4.05,2908,2004
"12","1","USC",26,5,14,6,3.81,3010,2006
"13","10","Alabama",25,0,10,12,3.28,1789,2007
"14","10","Auburn",21,0,13,8,3.62,1951,2012
"15","10","Auburn",25,1,14,7,3.52,2148,2006
"16","10","Colorado",31,1,7,19,3.16,2055,2002
"17","10","Florida",23,1,11,10,3.52,2065,2004
"18","10","Florida State",21,2,9,9,3.57,2352,2013
"19","10","Florida State",24,2,8,14,3.5,1953,2010
"20","10","Georgia",19,0,11,8,3.58,1814,2005
"21","10","Michigan",24,0,17,6,3.67,2220,2008
"22","10","Notre Dame",23,2,8,12,3.48,1976,2011
"23","10","Tennessee",21,2,9,10,3.62,2037,2009
"24","10","Texas A&M",24,1,5,17,3.25,1778,2003
"25","100","Arkansas State",27,0,0,6,2.22,90,2010
"26","100","Ball State",21,0,0,1,2.05,735,2013
"27","100","Boise State",20,0,0,2,2.1,660,2003
"28","100","Cincinnati",23,0,0,2,0.7,360,2002
"29","100","East Carolina",20,0,0,2,2.1,660,2003
"30","100","Houston",20,0,0,3,2.05,72,2008
"31","100","Rice",23,0,0,3,2.13,75,2007
"32","100","San Jose State",26,0,0,6,2.23,90,2010
"33","100","UNLV",24,0,0,6,2.25,90,2010
"34","100","Western Michigan",24,0,0,6,2.25,90,2010
"35","100","Wyoming",23,0,0,6,2.26,90,2010
"36","101","Air Force",32,0,0,2,2.07,720,2013
"37","101","Air Force",34,0,0,2,1.82,70,2008
"38","101","Ball State",21,0,0,2,2.1,70,2008
"39","101","Bowling Green",20,0,0,2,2.1,70,2007
"40","101","Colorado State",18,0,0,2,2.11,64,2005
"41","101","Colorado State",21,0,0,5,2.14,85,2009
"42","101","Connecticut",16,0,0,8,2.5,88,2011
"43","101","Florida Atlantic",21,0,0,2,2.1,70,2008
"44","101","Idaho",21,0,0,2,2.1,70,2008
"45","101","Kent State",26,0,0,2,2.08,70,2007
"46","101","Marshall",12,0,0,1,2.08,325,2002
"47","101","New Mexico",26,0,0,2,2,70,2007
"48","101","New Mexico State",21,0,0,5,2.14,85,2009
"49","101","North Carolina State",18,1,3,7,2.89,842,2004
"50","101","UAB",25,0,0,2,2.08,70,2008
"51","101","Utah State",21,0,0,2,2.1,70,2008
"52","102","Idaho",22,0,0,5,2.23,85,2011
"53","102","Marshall",18,0,0,4,2.22,650,2003
"54","102","Miami (OH)",12,0,0,0,2,300,2002
"55","102","Missouri",26,0,5,5,2.58,841,2004
"56","102","Navy",40,0,0,5,2.13,85,2011
"57","102","North Texas",21,0,0,5,2.24,85,2011
"58","102","Ohio",22,0,0,1,2.05,705,2013
"59","102","Tulane",19,0,0,1,2.05,62,2005
"60","102","Tulane",22,0,0,5,2.23,85,2011
"61","102","Western Michigan",17,0,0,2,2.12,705,2013
"62","102","Western Michigan",22,0,0,5,2.23,85,2011
"63","103","Ball State",21,0,0,0,2,60,2005
"64","103","Bowling Green",26,0,0,0,2,60,2005
"65","103","Buffalo",27,0,0,0,2,60,2005
"66","103","Central Michigan",27,0,0,0,2,60,2006
"67","103","Connecticut",14,0,0,1,1.57,275,2002
"68","103","East Carolina",23,0,0,0,2,60,2005
"69","103","Eastern Michigan",22,0,0,0,2,60,2006
"70","103","Eastern Michigan",23,0,0,0,2,60,2005
"71","103","FIU",24,0,0,0,2,60,2006
"72","103","Florida Atlantic",20,0,0,0,2,60,2006
"73","103","Idaho",24,0,0,0,2,60,2005
"74","103","Louisiana-Lafayette",11,0,0,0,2,275,2002
"75","103","Louisiana-Monroe",33,0,0,0,2,60,2005
"76","103","Mississippi",24,0,3,11,2.71,838,2004
"77","103","New Mexico State",23,0,0,0,2,60,2005
"78","103","Northern Illinois",20,0,0,1,2.05,645,2003
"79","103","Ohio",28,0,0,0,2,60,2005
"80","103","San Diego State",20,0,0,4,2.1,77,2009
"81","103","Utah State",22,0,0,0,2,60,2005
"82","103","Western Michigan",23,0,0,0,2,60,2006
"83","104","Arizona State",22,0,1,12,2.64,837,2004
"84","104","Ball State",24,0,0,3,2.13,75,2009
"85","104","Central Michigan",19,0,0,2,2.11,635,2003
"86","104","Eastern Michigan",21,0,0,0,2,635,2003
"87","104","Eastern Michigan",22,0,0,3,2.14,75,2009
"88","104","Kent State",21,0,0,2,2.1,690,2013
"89","104","Middle Tennessee",24,0,0,3,2.13,75,2009
"90","104","North Texas",20,0,0,3,2.15,75,2009
"91","104","San Jose State",19,0,0,3,2.05,69,2007
"92","104","Utah State",24,0,0,3,2.13,690,2013
"93","104","Western Kentucky",26,0,0,3,2.12,75,2009
"94","104","Western Michigan",21,0,0,0,2,635,2003
"95","104","Wyoming",21,0,0,2,2.1,690,2013
"96","105","Colorado State",25,0,0,1,1.96,65,2007
"97","105","Houston",25,0,0,2,2.08,830,2004
"98","105","Idaho",21,0,0,1,2.05,65,2007
"99","105","Idaho",29,0,0,0,1.93,830,2004
"100","105","Rice",9,0,0,0,2,225,2002
"101","105","Rice",16,0,0,8,2.5,88,2010
"102","105","UAB",25,0,0,1,2.04,65,2007
"103","106","Ball State",8,0,0,0,2,200,2002
"104","106","Bowling Green",19,0,0,5,2.26,82,2012
"105","106","Bowling Green",25,0,0,5,2.2,85,2010
"106","106","Miami (OH)",23,0,0,5,2.22,85,2010
"107","107","Air Force",30,0,0,4,2.13,80,2012
"108","107","Akron",23,0,0,4,2.17,80,2011
"109","107","Arkansas State",19,0,0,1,2.05,660,2013
"110","107","Arkansas State",26,0,0,1,2.04,65,2008
"111","107","Army",20,0,0,0,2,610,2003
"112","107","Army",34,0,0,1,2.04,660,2013
"113","107","Central Michigan",22,0,0,1,2.05,65,2008
"114","107","Central Michigan",26,0,0,4,2.15,80,2011
"115","107","Louisiana Tech",5,0,1,0,2.4,190,2002
"116","107","Nevada",24,0,0,4,2.17,80,2011
"117","107","New Mexico State",20,0,0,4,2.2,80,2011
"118","107","Notre Dame",18,0,3,9,2.83,820,2004
"119","107","Temple",21,0,0,4,2.19,80,2011
"120","107","Western Michigan",27,0,0,4,2.15,80,2012
"121","107","Wyoming",21,0,0,4,2.19,80,2012
"122","108","Air Force",6,0,0,0,2,150,2002
"123","108","Air Force",30,0,0,0,1.73,60,2007
"124","108","Air Force",35,0,0,4,2.06,80,2010
"125","108","Army",6,0,0,0,2,150,2002
"126","108","Ball State",21,0,0,4,2.19,80,2010
"127","108","Brigham Young",13,1,1,4,2.69,609,2003
"128","108","Cincinnati",19,0,0,1,1.95,59,2006
"129","108","Louisiana-Monroe",26,0,0,0,2,60,2007
"130","108","Louisville",24,0,1,1,2.04,818,2004
"131","108","Middle Tennessee",24,0,0,0,2,60,2007
"132","108","Tulane",26,0,0,0,1.92,60,2007
"133","108","Utah State",23,0,0,0,2,60,2007
"134","108","Utah State",27,0,0,4,2.15,80,2010
"135","109","Army",45,0,0,0,1.96,60,2008
"136","109","Bowling Green",23,0,0,2,2,70,2009
"137","109","Buffalo",20,0,0,0,2,60,2008
"138","109","Buffalo",23,0,0,2,2.09,70,2009
"139","109","Duke",14,0,0,8,2.57,585,2003
"140","109","Idaho",20,0,0,2,2.1,70,2009
"141","109","Louisiana-Lafayette",23,0,0,0,2,60,2008
"142","109","Northern Illinois",24,0,0,2,2.08,645,2013
"143","109","Southern Methodist",16,0,0,2,2.13,58,2006
"144","109","Texas Tech",26,1,4,7,2.69,807,2004
"145","109","UNLV",23,0,0,0,2,60,2008
"146","11","Alabama",23,2,10,11,3.61,2127,2006
"147","11","Auburn",26,1,6,17,3.23,1770,2003
"148","11","California",19,2,7,10,3.58,1875,2010
"149","11","Florida",16,3,9,4,3.94,2017,2009
"150","11","Iowa",23,1,7,11,3.22,1745,2005
"151","11","LSU",26,2,11,13,3.58,2134,2008
"152","11","Ohio State",23,1,9,12,3.43,1927,2011
"153","11","Oklahoma",18,3,8,6,3.72,2055,2004
"154","11","Oklahoma",25,1,11,13,3.52,1937,2012
"155","11","Oregon",29,0,12,12,3.24,1760,2007
"156","11","South Carolina",26,3,6,16,3.42,1972,2002
"157","11","Texas A&M",31,0,15,15,3.45,2332,2013
"158","110","Ball State",19,0,0,0,2,575,2003
"159","110","FIU",18,0,0,2,2.11,630,2013
"160","110","Hawaii",19,0,0,0,2,57,2006
"161","110","Louisiana-Lafayette",27,0,0,0,2,805,2004
"162","110","Louisiana-Monroe",22,0,0,0,1.73,57,2006
"163","110","Miami (OH)",22,0,0,3,2.14,630,2013
"164","110","New Mexico",26,0,0,1,2.04,805,2004
"165","110","New Mexico State",4,0,0,0,2,100,2002
"166","110","North Texas",3,0,0,1,2.33,100,2002
"167","110","San Jose State",27,0,0,0,2,805,2004
"168","110","Toledo",4,0,0,0,2,100,2002
"169","110","UNLV",17,0,0,5,2.29,76,2012
"170","111","Louisiana-Monroe",22,0,0,3,2.14,75,2012
"171","111","Miami (OH)",16,0,0,1,2.06,500,2003
"172","111","Middle Tennessee",21,0,0,3,2.14,75,2012
"173","111","Navy",22,0,0,4,1.91,77,2010
"174","111","UAB",25,0,0,3,2.12,75,2012
"175","111","Wyoming",17,0,0,0,2,500,2003
"176","112","Army",55,0,0,1,1.11,65,2009
"177","112","Central Michigan",20,0,0,3,2.15,75,2010
"178","112","Louisiana-Monroe",21,0,0,3,2.14,75,2011
"179","112","Louisiana-Monroe",23,0,0,3,2.13,75,2010
"180","112","Louisiana-Monroe",28,0,0,1,1.96,65,2009
