"Period","Rank","TotalPoints","WinPctPoints","SchedulePoints","NatChampPoints","Big4BowlPoints","Team","offName"
"last50","53","1023.91","480.21","543.70","0.00","0.00","North Carolina","University of North Carolina at Chapel Hill"
"last75","45","1210.85","525.15","655.70","0.00","30.00","North Carolina","University of North Carolina at Chapel Hill"
"last100","47","1268.39","550.05","688.34","0.00","30.00","North Carolina","University of North Carolina at Chapel Hill"
"All-Time","71","1112.20","505.55","606.65","0.00","0.00","North Carolina St.","North Carolina State University"
"1869-1900","260","207.32","105.00","102.32","0.00","0.00","North Carolina St.","North Carolina State University"
"1901-1925","55","731.00","432.24","298.76","0.00","0.00","North Carolina St.","North Carolina State University"
"1926-1950","89","639.01","331.61","307.40","0.00","0.00","North Carolina St.","North Carolina State University"
"1951-1975","63","757.44","359.26","398.18","0.00","0.00","North Carolina St.","North Carolina State University"
"1976-2000","39","899.12","402.25","496.87","0.00","0.00","North Carolina St.","North Carolina State University"
"1891-1900","257","207.56","105.00","102.56","0.00","0.00","North Carolina St.","North Carolina State University"
"1901-1910","66","528.46","343.28","185.18","0.00","0.00","North Carolina St.","North Carolina State University"
"1911-1920","64","559.91","303.33","256.58","0.00","0.00","North Carolina St.","North Carolina State University"
"1921-1930","442","297.09","198.45","98.64","0.00","0.00","North Carolina St.","North Carolina State University"
"1931-1940","120","437.96","200.00","237.96","0.00","0.00","North Carolina St.","North Carolina State University"
"1941-1950","71","539.15","247.45","291.70","0.00","0.00","North Carolina St.","North Carolina State University"
"1951-1960","86","473.89","172.50","301.39","0.00","0.00","North Carolina St.","North Carolina State University"
"1961-1970","55","632.69","259.71","372.99","0.00","0.00","North Carolina St.","North Carolina State University"
"1971-1980","43","692.80","306.03","386.76","0.00","0.00","North Carolina St.","North Carolina State University"
"1981-1990","52","645.61","236.84","408.77","0.00","0.00","North Carolina St.","North Carolina State University"
"1991-2000","37","712.54","286.02","426.53","0.00","0.00","North Carolina St.","North Carolina State University"
"2001-2010","43","680.56","266.13","414.43","0.00","0.00","North Carolina St.","North Carolina State University"
"1869-1900","260","207.32","105.00","102.32","0.00","0.00","North Carolina St.","North Carolina State University"
"1869-1910","147","420.57","282.50","138.07","0.00","0.00","North Carolina St.","North Carolina State University"
"1869-1920","116","521.82","306.00","215.82","0.00","0.00","North Carolina St.","North Carolina State University"
"1869-1930","88","664.24","397.64","266.60","0.00","0.00","North Carolina St.","North Carolina State University"
"1869-1940","103","647.87","371.88","276.00","0.00","0.00","North Carolina St.","North Carolina State University"
"1869-1950","87","690.05","371.72","318.32","0.00","0.00","North Carolina St.","North Carolina State University"
"1869-1960","87","733.37","374.91","358.46","0.00","0.00","North Carolina St.","North Carolina State University"
"1869-1970","83","813.75","428.90","384.85","0.00","0.00","North Carolina St.","North Carolina State University"
"1869-1980","78","874.01","447.10","426.91","0.00","0.00","North Carolina St.","North Carolina State University"
"1869-1990","75","977.09","493.83","483.27","0.00","0.00","North Carolina St.","North Carolina State University"
"1869-2000","72","1041.12","502.97","538.15","0.00","0.00","North Carolina St.","North Carolina State University"
"1869-2010","71","1094.25","506.18","588.07","0.00","0.00","North Carolina St.","North Carolina State University"
"last5","49","607.20","253.97","353.24","0.00","0.00","North Carolina St.","North Carolina State University"
"last10","59","615.42","235.77","379.65","0.00","0.00","North Carolina St.","North Carolina State University"
"last15","43","747.80","316.13","431.67","0.00","0.00","North Carolina St.","North Carolina State University"
"last20","46","803.33","362.96","440.37","0.00","0.00","North Carolina St.","North Carolina State University"
"last25","43","874.89","408.31","466.58","0.00","0.00","North Carolina St.","North Carolina State University"
"last35","51","908.02","393.93","514.09","0.00","0.00","North Carolina St.","North Carolina State University"
"last50","52","1032.59","486.34","546.25","0.00","0.00","North Carolina St.","North Carolina State University"
"last75","61","1119.45","503.61","615.84","0.00","0.00","North Carolina St.","North Carolina State University"
"last100","66","1120.49","492.90","627.59","0.00","0.00","North Carolina St.","North Carolina State University"
"All-Time","144","786.20","509.56","276.64","0.00","0.00","North Texas","University of North Texas"
"1901-1925","284","473.95","416.25","57.70","0.00","0.00","North Texas","University of North Texas"
"1926-1950","92","633.51","471.83","161.68","0.00","0.00","North Texas","University of North Texas"
"1951-1975","151","551.56","388.18","163.37","0.00","0.00","North Texas","University of North Texas"
"1976-2000","190","534.96","338.58","196.38","0.00","0.00","North Texas","University of North Texas"
"1911-1920","185","377.45","325.00","52.45","0.00","0.00","North Texas","University of North Texas"
"1921-1930","269","361.95","261.36","100.59","0.00","0.00","North Texas","University of North Texas"
"1931-1940","92","485.93","326.32","159.62","0.00","0.00","North Texas","University of North Texas"
"1941-1950","99","468.57","345.07","123.50","0.00","0.00","North Texas","University of North Texas"
"1951-1960","93","466.12","291.67","174.45","0.00","0.00","North Texas","University of North Texas"
"1961-1970","164","395.51","270.20","125.31","0.00","0.00","North Texas","University of North Texas"
"1971-1980","94","474.66","256.82","217.84","0.00","0.00","North Texas","University of North Texas"
"1981-1990","210","379.62","225.45","154.17","0.00","0.00","North Texas","University of North Texas"
"1991-2000","297","342.57","171.17","171.39","0.00","0.00","North Texas","University of North Texas"
"2001-2010","311","350.30","173.55","176.75","0.00","0.00","North Texas","University of North Texas"
"1869-1930","400","292.20","232.50","59.70","0.00","0.00","North Texas","University of North Texas"
"1869-1940","210","524.74","418.50","106.24","0.00","0.00","North Texas","University of North Texas"
"1869-1950","122","606.23","466.58","139.64","0.00","0.00","North Texas","University of North Texas"
"1869-1960","120","637.03","489.88","147.16","0.00","0.00","North Texas","University of North Texas"
"1869-1970","124","694.50","538.39","156.11","0.00","0.00","North Texas","University of North Texas"
"1869-1980","119","711.89","524.76","187.13","0.00","0.00","North Texas","University of North Texas"
"1869-1990","127","774.16","562.67","211.49","0.00","0.00","North Texas","University of North Texas"
"1869-2000","136","772.54","534.65","237.89","0.00","0.00","North Texas","University of North Texas"
"1869-2010","149","778.31","510.96","267.35","0.00","0.00","North Texas","University of North Texas"
"last5","361","321.97","188.52","133.44","0.00","0.00","North Texas","University of North Texas"
"last10","408","309.70","158.33","151.37","0.00","0.00","North Texas","University of North Texas"
"last15","329","397.21","216.67","180.54","0.00","0.00","North Texas","University of North Texas"
"last20","295","466.35","256.57","209.78","0.00","0.00","North Texas","University of North Texas"
"last25","295","480.71","280.93","199.79","0.00","0.00","North Texas","University of North Texas"
"last35","253","515.65","296.84","218.81","0.00","0.00","North Texas","University of North Texas"
"last50","183","649.42","391.44","257.98","0.00","0.00","North Texas","University of North Texas"
"last75","130","770.48","486.52","283.95","0.00","0.00","North Texas","University of North Texas"
"last100","121","805.53","510.07","295.46","0.00","0.00","North Texas","University of North Texas"
"All-Time","175","743.57","538.06","180.51","15.00","10.00","Northern Illinois","Northern Illinois University"
"1869-1900","415","100.45","50.00","50.45","0.00","0.00","Northern Illinois","Northern Illinois University"
"1901-1925","271","486.33","427.27","59.05","0.00","0.00","Northern Illinois","Northern Illinois University"
"1926-1950","147","549.09","488.41","60.67","0.00","0.00","Northern Illinois","Northern Illinois University"
"1951-1975","279","479.09","375.00","89.09","15.00","0.00","Northern Illinois","Northern Illinois University"
"1976-2000","339","451.85","298.64","153.22","0.00","0.00","Northern Illinois","Northern Illinois University"
"1891-1900","419","100.45","50.00","50.45","0.00","0.00","Northern Illinois","Northern Illinois University"
"1901-1910","227","342.26","289.06","53.20","0.00","0.00","Northern Illinois","Northern Illinois University"
"1911-1920","234","353.00","300.00","53.00","0.00","0.00","Northern Illinois","Northern Illinois University"
"1921-1930","367","326.44","266.03","60.41","0.00","0.00","Northern Illinois","Northern Illinois University"
"1931-1940","204","387.38","333.33","54.05","0.00","0.00","Northern Illinois","Northern Illinois University"
"1941-1950","178","396.88","339.08","57.80","0.00","0.00","Northern Illinois","Northern Illinois University"
"1951-1960","436","286.42","202.78","83.64","0.00","0.00","Northern Illinois","Northern Illinois University"
"1961-1970","161","395.86","303.57","77.29","15.00","0.00","Northern Illinois","Northern Illinois University"
"1971-1980","419","295.32","213.64","81.69","0.00","0.00","Northern Illinois","Northern Illinois University"
"1981-1990","194","388.89","254.55","134.34","0.00","0.00","Northern Illinois","Northern Illinois University"
"1991-2000","309","339.43","145.45","193.98","0.00","0.00","Northern Illinois","Northern Illinois University"
"2001-2010","148","434.15","294.35","139.79","0.00","0.00","Northern Illinois","Northern Illinois University"
"1869-1900","415","100.45","50.00","50.45","0.00","0.00","Northern Illinois","Northern Illinois University"
"1869-1910","278","266.18","210.00","56.18","0.00","0.00","Northern Illinois","Northern Illinois University"
"1869-1920","264","295.37","234.00","61.37","0.00","0.00","Northern Illinois","Northern Illinois University"
"1869-1930","251","420.59","358.50","62.09","0.00","0.00","Northern Illinois","Northern Illinois University"
"1869-1940","231","510.23","445.63","64.60","0.00","0.00","Northern Illinois","Northern Illinois University"
"1869-1950","221","529.22","460.09","69.13","0.00","0.00","Northern Illinois","Northern Illinois University"
"1869-1960","237","532.85","458.85","74.00","0.00","0.00","Northern Illinois","Northern Illinois University"
"1869-1970","213","616.32","521.43","79.89","15.00","0.00","Northern Illinois","Northern Illinois University"
"1869-1980","244","607.57","499.19","93.38","15.00","0.00","Northern Illinois","Northern Illinois University"
"1869-1990","227","679.88","548.28","116.60","15.00","0.00","Northern Illinois","Northern Illinois University"
"1869-2000","258","674.29","516.72","142.57","15.00","0.00","Northern Illinois","Northern Illinois University"
"1869-2010","207","712.27","525.47","171.81","15.00","0.00","Northern Illinois","Northern Illinois University"
"last5","80","507.37","384.06","113.31","0.00","10.00","Northern Illinois","Northern Illinois University"
"last10","110","461.72","320.61","131.11","0.00","10.00","Northern Illinois","Northern Illinois University"
"last15","113","533.64","379.79","143.85","0.00","10.00","Northern Illinois","Northern Illinois University"
"last20","158","548.87","371.60","167.26","0.00","10.00","Northern Illinois","Northern Illinois University"
"last25","152","585.09","390.10","184.99","0.00","10.00","Northern Illinois","Northern Illinois University"
"last35","155","579.95","383.27","186.67","0.00","10.00","Northern Illinois","Northern Illinois University"
"last50","187","646.40","446.02","190.39","0.00","10.00","Northern Illinois","Northern Illinois University"
"last75","157","735.43","519.67","190.76","15.00","10.00","Northern Illinois","Northern Illinois University"
"last100","166","742.93","533.75","184.18","15.00","10.00","Northern Illinois","Northern Illinois University"
"All-Time","39","1371.17","440.95","905.21","0.00","25.00","Northwestern (IL)","Northwestern University"
"1869-1900","27","675.66","431.72","243.93","0.00","0.00","Northwestern (IL)","Northwestern University"
"1901-1925","38","808.77","385.59","423.18","0.00","0.00","Northwestern (IL)","Northwestern University"
"1926-1950","17","1033.41","419.22","599.19","0.00","15.00","Northwestern (IL)","Northwestern University"
"1951-1975","40","904.06","286.31","617.75","0.00","0.00","Northwestern (IL)","Northwestern University"
"1976-2000","61","773.38","200.89","562.49","0.00","10.00","Northwestern (IL)","Northwestern University"
"1869-1880","59","162.16","0.00","162.16","0.00","0.00","Northwestern (IL)","Northwestern University"
"1881-1890","133","170.82","118.75","52.07","0.00","0.00","Northwestern (IL)","Northwestern University"
"1891-1900","29","586.67","289.22","297.45","0.00","0.00","Northwestern (IL)","Northwestern University"
"1901-1910","55","556.66","329.86","226.80","0.00","0.00","Northwestern (IL)","Northwestern University"
"1911-1920","90","481.98","208.96","273.02","0.00","0.00","Northwestern (IL)","Northwestern University"
"1921-1930","15","777.85","281.65","496.20","0.00","0.00","Northwestern (IL)","Northwestern University"
"1931-1940","10","847.62","283.95","563.67","0.00","0.00","Northwestern (IL)","Northwestern University"
"1941-1950","14","830.67","241.67","574.01","0.00","15.00","Northwestern (IL)","Northwestern University"
"1951-1960","28","780.77","186.11","594.66","0.00","0.00","Northwestern (IL)","Northwestern University"
"1961-1970","23","785.55","205.73","579.82","0.00","0.00","Northwestern (IL)","Northwestern University"
"1971-1980","59","611.28","102.27","509.01","0.00","0.00","Northwestern (IL)","Northwestern University"
"1981-1990","61","593.43","95.45","497.98","0.00","0.00","Northwestern (IL)","Northwestern University"
"1991-2000","33","724.25","219.57","494.68","0.00","10.00","Northwestern (IL)","Northwestern University"
"2001-2010","68","559.91","243.90","316.01","0.00","0.00","Northwestern (IL)","Northwestern University"
"1869-1880","59","162.16","0.00","162.16","0.00","0.00","Northwestern (IL)","Northwestern University"
"1869-1890","144","145.85","95.00","50.85","0.00","0.00","Northwestern (IL)","Northwestern University"
"1869-1900","27","675.66","431.72","243.93","0.00","0.00","Northwestern (IL)","Northwestern University"
"1869-1910","29","750.09","455.50","294.59","0.00","0.00","Northwestern (IL)","Northwestern University"
"1869-1920","40","787.06","418.60","368.46","0.00","0.00","Northwestern (IL)","Northwestern University"
"1869-1930","41","827.53","419.51","408.02","0.00","0.00","Northwestern (IL)","Northwestern University"
"1869-1940","33","906.74","420.75","485.98","0.00","0.00","Northwestern (IL)","Northwestern University"
"1869-1950","29","983.63","410.43","558.20","0.00","15.00","Northwestern (IL)","Northwestern University"
"1869-1960","29","1076.23","416.72","644.51","0.00","15.00","Northwestern (IL)","Northwestern University"
"1869-1970","37","1159.46","455.19","689.27","0.00","15.00","Northwestern (IL)","Northwestern University"
"1869-1980","43","1171.35","418.10","738.25","0.00","15.00","Northwestern (IL)","Northwestern University"
"1869-1990","47","1226.59","431.62","779.97","0.00","15.00","Northwestern (IL)","Northwestern University"
"1869-2000","43","1302.10","432.46","844.64","0.00","25.00","Northwestern (IL)","Northwestern University"
"1869-2010","38","1352.89","438.37","889.52","0.00","25.00","Northwestern (IL)","Northwestern University"
"last5","59","565.06","281.25","283.81","0.00","0.00","Northwestern (IL)","Northwestern University"
"last10","56","618.91","272.00","346.91","0.00","0.00","Northwestern (IL)","Northwestern University"
"last15","65","640.57","300.00","340.57","0.00","0.00","Northwestern (IL)","Northwestern University"
"last20","51","777.09","355.76","411.33","0.00","10.00","Northwestern (IL)","Northwestern University"
"last25","53","818.84","335.99","472.85","0.00","10.00","Northwestern (IL)","Northwestern University"
"last35","58","856.91","282.17","564.74","0.00","10.00","Northwestern (IL)","Northwestern University"
"last50","59","999.00","316.19","672.81","0.00","10.00","Northwestern (IL)","Northwestern University"
"last75","43","1234.41","381.98","827.43","0.00","25.00","Northwestern (IL)","Northwestern University"
"last100","40","1321.17","412.16","884.02","0.00","25.00","Northwestern (IL)","Northwestern University"
"All-Time","2","2336.79","732.60","884.19","475.00","245.00","Notre Dame (IN)","University of Notre Dame"
"1869-1900","61","563.98","390.00","173.98","0.00","0.00","Notre Dame (IN)","University of Notre Dame"
"1901-1925","11","998.26","642.10","311.16","30.00","15.00","Notre Dame (IN)","University of Notre Dame"
"1926-1950","1","1408.76","604.17","574.59","230.00","0.00","Notre Dame (IN)","University of Notre Dame"
"1951-1975","6","1305.83","528.81","597.02","115.00","65.00","Notre Dame (IN)","University of Notre Dame"
"1976-2000","5","1352.41","522.73","594.68","100.00","135.00","Notre Dame (IN)","University of Notre Dame"
"1881-1890","124","198.87","25.00","173.87","0.00","0.00","Notre Dame (IN)","University of Notre Dame"
"1891-1900","52","514.95","336.36","178.58","0.00","0.00","Notre Dame (IN)","University of Notre Dame"
"1901-1910","49","578.32","402.44","175.88","0.00","0.00","Notre Dame (IN)","University of Notre Dame"
"1911-1920","29","692.15","446.20","230.95","15.00","0.00","Notre Dame (IN)","University of Notre Dame"
"1921-1930","1","968.70","436.22","472.48","45.00","15.00","Notre Dame (IN)","University of Notre Dame"
"1931-1940","9","854.24","363.89","490.35","0.00","0.00","Notre Dame (IN)","University of Notre Dame"
"1941-1950","1","1156.23","425.26","530.97","200.00","0.00","Notre Dame (IN)","University of Notre Dame"
"1951-1960","17","853.12","317.50","535.62","0.00","0.00","Notre Dame (IN)","University of Notre Dame"
"1961-1970","5","990.94","356.44","544.50","65.00","25.00","Notre Dame (IN)","University of Notre Dame"
"1971-1980","4","1082.82","396.93","505.89","100.00","80.00","Notre Dame (IN)","University of Notre Dame"
"1981-1990","4","974.85","326.92","547.93","50.00","50.00","Notre Dame (IN)","University of Notre Dame"
"1991-2000","9","882.41","351.24","486.17","0.00","45.00","Notre Dame (IN)","University of Notre Dame"
"2001-2010","26","741.31","280.49","440.82","0.00","20.00","Notre Dame (IN)","University of Notre Dame"
"1869-1890","121","190.85","20.00","170.85","0.00","0.00","Notre Dame (IN)","University of Notre Dame"
"1869-1900","61","563.98","390.00","173.98","0.00","0.00","Notre Dame (IN)","University of Notre Dame"
"1869-1910","36","735.50","525.00","210.50","0.00","0.00","Notre Dame (IN)","University of Notre Dame"
"1869-1920","38","804.76","526.50","263.26","15.00","0.00","Notre Dame (IN)","University of Notre Dame"
"1869-1930","13","1023.47","613.64","334.84","60.00","15.00","Notre Dame (IN)","University of Notre Dame"
"1869-1940","10","1102.89","598.72","429.18","60.00","15.00","Notre Dame (IN)","University of Notre Dame"
"1869-1950","4","1387.72","606.23","506.50","260.00","15.00","Notre Dame (IN)","University of Notre Dame"
"1869-1960","3","1481.07","623.76","582.30","260.00","15.00","Notre Dame (IN)","University of Notre Dame"
"1869-1970","1","1697.28","693.14","639.14","325.00","40.00","Notre Dame (IN)","University of Notre Dame"
"1869-1980","2","1940.61","696.10","699.51","425.00","120.00","Notre Dame (IN)","University of Notre Dame"
"1869-1990","1","2168.16","758.53","764.64","475.00","170.00","Notre Dame (IN)","University of Notre Dame"
"1869-2000","1","2263.09","752.12","820.97","475.00","215.00","Notre Dame (IN)","University of Notre Dame"
"1869-2010","2","2315.96","732.23","873.73","475.00","235.00","Notre Dame (IN)","University of Notre Dame"
"last5","23","732.88","335.94","386.95","0.00","10.00","Notre Dame (IN)","University of Notre Dame"
"last10","20","782.58","309.52","443.05","0.00","30.00","Notre Dame (IN)","University of Notre Dame"
"last15","17","875.79","361.29","474.50","0.00","40.00","Notre Dame (IN)","University of Notre Dame"
"last20","17","995.25","431.10","504.15","0.00","60.00","Notre Dame (IN)","University of Notre Dame"
"last25","15","1130.97","496.75","534.21","0.00","100.00","Notre Dame (IN)","University of Notre Dame"
"last35","10","1299.33","489.36","624.97","50.00","135.00","Notre Dame (IN)","University of Notre Dame"
"last50","5","1786.85","629.69","712.16","215.00","230.00","Notre Dame (IN)","University of Notre Dame"
"last75","4","2164.98","701.20","818.77","415.00","230.00","Notre Dame (IN)","University of Notre Dame"
"last100","3","2324.14","727.06","877.08","475.00","245.00","Notre Dame (IN)","University of Notre Dame"
"All-Time","176","743.17","495.53","232.64","15.00","0.00","Ohio","Ohio University"
"1869-1900","185","276.64","185.00","91.64","0.00","0.00","Ohio","Ohio University"
"1901-1925","280","476.03","354.27","121.76","0.00","0.00","Ohio","Ohio University"
"1926-1950","84","645.54","504.38","141.16","0.00","0.00","Ohio","Ohio University"
"1951-1975","118","586.76","416.33","155.43","15.00","0.00","Ohio","Ohio University"
"1976-2000","450","388.43","258.15","130.28","0.00","0.00","Ohio","Ohio University"
"1891-1900","184","282.98","185.00","97.98","0.00","0.00","Ohio","Ohio University"
"1901-1910","267","302.78","202.53","100.25","0.00","0.00","Ohio","Ohio University"
"1911-1920","241","349.40","250.00","99.40","0.00","0.00","Ohio","Ohio University"
"1921-1930","111","453.38","335.29","118.09","0.00","0.00","Ohio","Ohio University"
"1931-1940","97","474.37","363.64","110.73","0.00","0.00","Ohio","Ohio University"
"1941-1950","186","391.70","264.49","127.21","0.00","0.00","Ohio","Ohio University"
"1951-1960","125","427.21","304.35","107.86","15.00","0.00","Ohio","Ohio University"
"1961-1970","144","405.98","277.50","128.48","0.00","0.00","Ohio","Ohio University"
"1971-1980","234","362.70","219.91","142.79","0.00","0.00","Ohio","Ohio University"
"1981-1990","511","247.73","140.91","106.82","0.00","0.00","Ohio","Ohio University"
"1991-2000","298","342.26","184.68","157.57","0.00","0.00","Ohio","Ohio University"
"2001-2010","337","341.75","209.02","132.74","0.00","0.00","Ohio","Ohio University"
"1869-1900","185","276.64","185.00","91.64","0.00","0.00","Ohio","Ohio University"
"1869-1910","177","383.53","245.00","138.53","0.00","0.00","Ohio","Ohio University"
"1869-1920","142","452.39","264.00","188.39","0.00","0.00","Ohio","Ohio University"
"1869-1930","168","517.60","388.39","129.20","0.00","0.00","Ohio","Ohio University"
"1869-1940","174","551.96","425.95","126.00","0.00","0.00","Ohio","Ohio University"
"1869-1950","177","550.70","421.34","129.37","0.00","0.00","Ohio","Ohio University"
"1869-1960","122","635.18","455.95","164.23","15.00","0.00","Ohio","Ohio University"
"1869-1970","129","686.45","509.38","162.07","15.00","0.00","Ohio","Ohio University"
"1869-1980","134","687.45","492.74","179.71","15.00","0.00","Ohio","Ohio University"
"1869-1990","167","716.84","512.99","188.85","15.00","0.00","Ohio","Ohio University"
"1869-2000","182","720.67","496.35","209.32","15.00","0.00","Ohio","Ohio University"
"1869-2010","178","734.41","487.50","231.91","15.00","0.00","Ohio","Ohio University"
"last5","189","409.65","320.90","88.75","0.00","0.00","Ohio","Ohio University"
"last10","229","388.29","275.59","112.70","0.00","0.00","Ohio","Ohio University"
"last15","279","421.96","290.22","131.74","0.00","0.00","Ohio","Ohio University"
"last20","299","464.03","322.29","141.74","0.00","0.00","Ohio","Ohio University"
"last25","337","455.53","307.63","147.90","0.00","0.00","Ohio","Ohio University"
"last35","384","453.64","298.15","155.49","0.00","0.00","Ohio","Ohio University"
"last50","327","562.06","372.99","189.06","0.00","0.00","Ohio","Ohio University"
"last75","208","696.57","462.99","218.58","15.00","0.00","Ohio","Ohio University"
"last100","159","751.74","507.16","229.58","15.00","0.00","Ohio","Ohio University"
"All-Time","6","2149.93","717.44","847.48","280.00","305.00","Ohio St.","Ohio State University: Columbus Campus"
"1869-1900","66","545.69","406.91","138.78","0.00","0.00","Ohio St.","Ohio State University: Columbus Campus"
"1901-1925","28","862.85","516.71","336.14","0.00","10.00","Ohio St.","Ohio State University: Columbus Campus"
"1926-1950","7","1137.37","518.28","554.09","50.00","15.00","Ohio St.","Ohio State University: Columbus Campus"
"1951-1975","5","1440.15","575.00","585.15","180.00","100.00","Ohio St.","Ohio State University: Columbus Campus"
"1976-2000","11","1237.47","547.60","589.87","0.00","100.00","Ohio St.","Ohio State University: Columbus Campus"
"1881-1890","232","62.70","12.50","50.20","0.00","0.00","Ohio St.","Ohio State University: Columbus Campus"
"1891-1900","87","425.51","277.78","147.73","0.00","0.00","Ohio St.","Ohio State University: Columbus Campus"
"1901-1910","57","548.48","350.49","197.99","0.00","0.00","Ohio St.","Ohio State University: Columbus Campus"
"1911-1920","47","615.84","379.87","225.97","0.00","10.00","Ohio St.","Ohio State University: Columbus Campus"
"1921-1930","11","808.87","294.87","514.00","0.00","0.00","Ohio St.","Ohio State University: Columbus Campus"
"1931-1940","6","863.81","358.02","505.79","0.00","0.00","Ohio St.","Ohio State University: Columbus Campus"
"1941-1950","4","952.12","340.66","546.46","50.00","15.00","Ohio St.","Ohio State University: Columbus Campus"
"1951-1960","1","1062.47","361.41","571.06","100.00","30.00","Ohio St.","Ohio State University: Columbus Campus"
"1961-1970","4","1029.21","385.87","538.34","80.00","25.00","Ohio St.","Ohio State University: Columbus Campus"
"1971-1980","7","987.59","398.71","508.89","0.00","80.00","Ohio St.","Ohio State University: Columbus Campus"
"1981-1990","10","892.67","342.44","525.23","0.00","25.00","Ohio St.","Ohio State University: Columbus Campus"
"1991-2000","8","926.51","378.05","508.46","0.00","40.00","Ohio St.","Ohio State University: Columbus Campus"
"2001-2010","9","878.98","405.17","333.81","50.00","90.00","Ohio St.","Ohio State University: Columbus Campus"
"1869-1890","230","60.20","10.00","50.20","0.00","0.00","Ohio St.","Ohio State University: Columbus Campus"
"1869-1900","66","545.69","406.91","138.78","0.00","0.00","Ohio St.","Ohio State University: Columbus Campus"
"1869-1910","38","725.87","468.75","257.12","0.00","0.00","Ohio St.","Ohio State University: Columbus Campus"
"1869-1920","31","860.99","497.25","353.74","0.00","10.00","Ohio St.","Ohio State University: Columbus Campus"
"1869-1930","43","823.04","485.04","327.99","0.00","10.00","Ohio St.","Ohio State University: Columbus Campus"
"1869-1940","32","908.06","494.79","403.27","0.00","10.00","Ohio St.","Ohio State University: Columbus Campus"
"1869-1950","21","1046.95","497.61","474.34","50.00","25.00","Ohio St.","Ohio State University: Columbus Campus"
"1869-1960","10","1297.15","537.89","554.26","150.00","55.00","Ohio St.","Ohio State University: Columbus Campus"
"1869-1970","6","1509.78","616.76","583.02","230.00","80.00","Ohio St.","Ohio State University: Columbus Campus"
"1869-1980","7","1670.38","630.98","649.40","230.00","160.00","Ohio St.","Ohio State University: Columbus Campus"
"1869-1990","7","1820.06","699.04","706.02","230.00","185.00","Ohio St.","Ohio State University: Columbus Campus"
"1869-2000","7","1940.08","705.63","779.44","230.00","225.00","Ohio St.","Ohio State University: Columbus Campus"
"1869-2010","6","2123.47","715.92","832.55","280.00","295.00","Ohio St.","Ohio State University: Columbus Campus"
"last5","29","704.61","386.79","292.81","0.00","25.00","Ohio St.","Ohio State University: Columbus Campus"
"last10","12","826.66","396.55","360.11","0.00","70.00","Ohio St.","Ohio State University: Columbus Campus"
"last15","12","973.16","462.57","360.59","50.00","100.00","Ohio St.","Ohio State University: Columbus Campus"
"last20","7","1172.45","549.59","432.86","50.00","140.00","Ohio St.","Ohio State University: Columbus Campus"
"last25","7","1264.65","577.40","497.25","50.00","140.00","Ohio St.","Ohio State University: Columbus Campus"
"last35","8","1388.15","567.40","595.75","50.00","175.00","Ohio St.","Ohio State University: Columbus Campus"
"last50","6","1756.15","688.24","682.91","115.00","270.00","Ohio St.","Ohio State University: Columbus Campus"
"last75","5","2149.77","746.89","817.88","280.00","305.00","Ohio St.","Ohio State University: Columbus Campus"
"last100","5","2177.32","737.98","854.34","280.00","305.00","Ohio St.","Ohio State University: Columbus Campus"
"All-Time","4","2220.64","717.30","818.33","350.00","335.00","Oklahoma","University of Oklahoma"
"1869-1900","296","171.70","115.00","56.70","0.00","0.00","Oklahoma","University of Oklahoma"
"1901-1925","59","718.81","497.13","221.68","0.00","0.00","Oklahoma","University of Oklahoma"
"1926-1950","21","983.38","490.02","393.36","50.00","50.00","Oklahoma","University of Oklahoma"
"1951-1975","3","1476.10","576.49","569.61","200.00","130.00","Oklahoma","University of Oklahoma"
"1976-2000","8","1275.25","531.36","523.90","100.00","120.00","Oklahoma","University of Oklahoma"
"1891-1900","294","175.63","115.00","60.63","0.00","0.00","Oklahoma","University of Oklahoma"
"1901-1910","117","428.59","321.84","106.75","0.00","0.00","Oklahoma","University of Oklahoma"
"1911-1920","85","491.45","384.62","106.83","0.00","0.00","Oklahoma","University of Oklahoma"
"1921-1930","20","730.45","262.35","468.10","0.00","0.00","Oklahoma","University of Oklahoma"
"1931-1940","46","635.44","297.37","328.07","0.00","10.00","Oklahoma","University of Oklahoma"
"1941-1950","12","847.37","367.65","389.72","50.00","40.00","Oklahoma","University of Oklahoma"
"1951-1960","2","1015.59","420.67","434.91","100.00","60.00","Oklahoma","University of Oklahoma"
"1961-1970","13","867.85","316.04","526.81","0.00","25.00","Oklahoma","University of Oklahoma"
"1971-1980","3","1173.38","436.44","536.94","100.00","100.00","Oklahoma","University of Oklahoma"
"1981-1990","6","942.47","381.36","461.12","50.00","50.00","Oklahoma","University of Oklahoma"
"1991-2000","23","779.54","288.46","426.08","50.00","15.00","Oklahoma","University of Oklahoma"
"2001-2010","4","928.16","403.70","444.46","0.00","80.00","Oklahoma","University of Oklahoma"
"1869-1900","296","171.70","115.00","56.70","0.00","0.00","Oklahoma","University of Oklahoma"
"1869-1910","126","464.22","337.50","126.72","0.00","0.00","Oklahoma","University of Oklahoma"
"1869-1920","94","570.28","412.50","157.78","0.00","0.00","Oklahoma","University of Oklahoma"
"1869-1930","84","672.76","492.70","180.06","0.00","0.00","Oklahoma","University of Oklahoma"
"1869-1940","78","708.36","480.69","217.67","0.00","10.00","Oklahoma","University of Oklahoma"
"1869-1950","34","967.02","496.02","371.00","50.00","50.00","Oklahoma","University of Oklahoma"
